company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Penguin Random House,"New York City, NY, US",Machine Learning Engineer / Data Scientist - Penguin Random House,2019-06-07,The Data Science & Analytics group at Penguin Random House is seeking a Machine Learning Engineer or a Data Scientist. Experience ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-data-scientist-penguin-random-house-at-penguin-random-house-1313270775?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Penguin Random HouseNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Publishing"
Agoda,"New York City, NY, US",Senior Machine Learning Product Scientist,2019-06-28,At Our Core We Are The Masters Of Combining Science And Business; Our Ideal Candidate Would Be Able To Do The Same With The Following ...,https://www.linkedin.com/jobs/view/senior-machine-learning-product-scientist-at-agoda-1370675016?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AgodaNew York City, NY, US 
",Mid-Senior level,Full-time,"Information Technology, Engineering",Internet
Open Systems Technologies,"New York City, NY, US",Machine Learning Research Scientist,2017-12-18,"A PhD in Machine Learning, Natural Language Processing, Computer Vision or equivalent experience. 3+ years of experience programming in C...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-open-systems-technologies-548855325?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Open Systems TechnologiesNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
AIG,"New York City, NY, US",NLP Scientist,2019-05-17,"An ideal candidate (is not required to, but) will also have. Through a wide variety of programs and initiatives, we invest in each ...",https://www.linkedin.com/jobs/view/nlp-scientist-at-aig-1319462312?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AIGNew York City, NY, US 
",Associate,Full-time,"Research, Analyst, Information Technology","Human Resources, Insurance, Financial Services"
Moody's Analytics,"New York City, NY, US",Machine Learning /NLP-Research Scientist/ Engineer,2019-08-01,"Strong programming skills (8+ years of programming experience) in Python, Java, R, or Scala. You’ll leverage your expertise and ...",https://www.linkedin.com/jobs/view/machine-learning-nlp-research-scientist-engineer-at-moody-s-analytics-1394673713?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Moody's AnalyticsNew York City, NY, US 
",Not Applicable,Full-time,Other,Financial Services
eFinancialCareers,"New York City, NY, US",Machine Learning /NLP-Research Scientist/ Engineer,2019-08-01,"Strong programming skills (8+ years of programming experience) in Python, Java, R, or Scala. You'll leverage your expertise and ...",https://www.linkedin.com/jobs/view/machine-learning-nlp-research-scientist-engineer-at-efinancialcareers-1395363607?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eFinancialCareersNew York City, NY, US 
",Associate,Full-time,Information Technology,Staffing and Recruiting
Options Group,"New York, New York",Machine Learning Data Scientist,2019-07-23,Strong analytical skill set with experience working with large data sets (structured or unstructured data). Experience with (or desire to...,https://www.linkedin.com/jobs/view/machine-learning-data-scientist-at-options-group-1323837231?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Options GroupNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Description:  
   
   
Qualifications:  
",Mid-Senior level,Full-time,"Information Technology, Finance, General Business","Capital Markets, Financial Services, Banking"
ClearanceJobs,"New York City, NY, US",Machine Learning Research Scientist with Security Clearance,2019-07-14,"As we continue to add experienced, technically astute staff, we are looking for highly motivated, talented team members that can help our...",https://www.linkedin.com/jobs/view/machine-learning-research-scientist-with-security-clearance-at-clearancejobs-1380517938?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClearanceJobsNew York City, NY, US 
",Associate,Full-time,Other,Defense & Space
Fareportal,"New York City, NY, US",Senior Lead Machine Learning Engineer/Data Scientist,2019-06-25,"The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out ...",https://www.linkedin.com/jobs/view/senior-lead-machine-learning-engineer-data-scientist-at-fareportal-1373562376?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FareportalNew York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
ASAPP,"New York City, NY, US","Research Scientist, Machine Learning",2019-07-06,"ASAPP, an AI startup in downtown NYC, is seeking a full-time Machine Learning Research Scientist to work towards our goal of deploying ...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-at-asapp-1405392822?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ASAPPNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Internet"
PulsePoint,"New York City, NY, US",Machine Learning Engineer,2019-06-18,"We are looking for ""A"" players that have a combination of drive, focus, speed, efficiency and quality to drive statistical modeling, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pulsepoint-1370208298?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PulsePointNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Internet"
CheapOair,Greater New York City Area,Senior Lead Machine Learning Engineer/Data Scientist,2019-08-01,"The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out ...",https://www.linkedin.com/jobs/view/senior-lead-machine-learning-engineer-data-scientist-at-cheapoair-1406178739?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CheapOairGreater New York City Area 
(We are not sponsoring for this role or in the future) 
At Fareportal, we create technology that is driving innovation in the travel industry - one of the world’s fastest-growing sectors. Our employees are the core of our organization and together we’re revolutionizing the way people book travel. 
Our portfolio of brands including CheapOair and OneTravel receive over 100 million visitors annually and drive over $4 billion in annual revenue. 
We are looking for a Lead Machine Learning Engineer/Data Scientist to join our team. You will be handling hundreds of millions of events per day, responsible for creating and supporting machine learning models that will drive our business. 
Machine Learning Engineers is at the heart of how Fareportal works and they are part software engineer and part machine learning / data scientist. You will focus on creating and supporting large scale models that we deploy to power our recommendation, pricing or other systems. The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out which data to capture and store, coming up with features, to creating the final model. 
We are passionate about making data-driven decisions and you will have the opportunity to shape the team’s direction and create large impact. 
Our team loves Python and Scala (and is not afraid of Functional Programming) and we strongly encourage DevOps approaches. 
Responsibilities: 
Our ideal candidate: 
Who You Are 
Requirements 
",Mid-Senior level,Full-time,"Engineering, Analyst, Information Technology","Leisure, Travel & Tourism, Computer Software, Computer Hardware"
Google,"New York City, NY, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166144865?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleNew York City, NY, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
Compass /,"New York City, NY, US",Machine Learning Scientist - New York City,2019-06-13,In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all levels of the ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-new-york-city-at-compass-1362451113?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Compass /New York City, NY, US 
",Associate,Full-time,Other,"Marketing and Advertising, Computer Software, Internet"
Hudson River Trading,"New York City, NY, US",Deep Learning Researcher,2019-06-18,Demonstrated research or work experience in the field of deep learning. Experience with software engineering in Python and C++. Able to ...,https://www.linkedin.com/jobs/view/deep-learning-researcher-at-hudson-river-trading-1370203032?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Hudson River TradingNew York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
Point72,"New York City, NY, US",Machine Learning Researcher,2018-08-08,Others have joined from related fields or directly from academia and have thrived with hands on guidance from our large team of ...,https://www.linkedin.com/jobs/view/machine-learning-researcher-at-point72-802036200?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Point72New York City, NY, US 
",Associate,Full-time,Other,"Information Technology and Services, Computer Software, Financial Services"
"Scaled Outcomes, LLC","New York City, NY, US",Software Engineer / Research Scientist - Machine Learning Team,2018-04-27,Industry experience programming in C++ and Python; working knowledge of STL & Boost. Experience with building machine learning models ...,https://www.linkedin.com/jobs/view/software-engineer-research-scientist-machine-learning-team-at-scaled-outcomes-llc-637250482?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Scaled Outcomes, LLCNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
"OneinaMil, LLC","Rome, NY, US",Data Science Machine Learning Lead,2019-07-25,"Our client is looking for an experienced data scientist, machine learning engineer, or artificial intelligence specialist who knows how ...",https://www.linkedin.com/jobs/view/data-science-machine-learning-lead-at-oneinamil-llc-1393235919?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"OneinaMil, LLCRome, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Sage Bionetworks,"Seattle, Washington, United States","Senior Scientist, Mobile Health",2019-07-30,Have at least an additional 2 years of experience in an analytical role developing both statistical and machine learning models. ...,https://www.linkedin.com/jobs/view/senior-scientist-mobile-health-at-sage-bionetworks-1177963281?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Sage BionetworksSeattle, Washington, United States 
At Sage Bionetworks, we believe that we can learn more by learning from each other. By improving the way scientists collaborate, we help to make science more effective. We partner with researchers, patients, and healthcare innovators to drive collaborative data-driven science to improve health. Making science more open, collaborative, and inclusive ultimately advances biomedicine.  
Are you the type of person who enjoys engaging with scientists and researchers across many disciplines? Do you have the ability to develop statistical and machine learning models to address computational problems in the area of mobile health?  Do you want to be an integral part of a team that includes computational biologists, machine learning scientists, research ethicists, software engineers, and data librarians?  If so, you could be our next Senior Research Scientist on the Mobile Health (mHealth) team. You would bring your expertise in data processing, statistical analysis, machine learning, and human health to extract meaningful insights from mobile and sensor data.  
What you’ll be doing:  
Using quantitative analysis, signal processing, data mining and machine learning to analyse large amounts of sensor data from smartphones, wearables and other devices.  
Establishing the biological, clinical, and participant relevance of sensor data collected in digital health studies.  
Contributing to the improvement and automation of data processing and analysis pipelines across different mHealth studies.  
Designing and evaluating experiments to collect relevant digital endpoints.  
Building and analyzing dashboards and reports for external communications.  
Writing peer-reviewed journal articles to establish the biological and clinical significance of data collected in mHealth studies.  
We’d love to hear from you if you:   
Are passionate about open science and collaboration.  
Are passionate about digital health technologies.  
Have an MS or PhD in a quantitative discipline (e.g., statistics, computational biology, biomedical engineering, computer science, applied mathematics, or similar), or another scientific degree with commensurate experience.  
Have at least an additional 2 years of experience in an analytical role developing both statistical and machine learning models.  
Are proficient at extracting, cleaning, and analyzing physiological or mobile sensor data sets using data/statistical tools such as R, Python, MATLAB, or similar.  
Have practical knowledge of digital signal processing and analysis of time-series data.  
Have expertise in exploratory and statistical data analysis (such as linear models, multivariate analysis, predictive modeling, and stochastic models).  
Demonstrate a track record of writing compelling publications in high impact, peer reviewed journals.  
Enjoy teaching others and learning new techniques.  
Are a strong communicator (oral and written).  
Familiarity with Deep Learning frameworks (Keras, TensorFlow, PyTorch etc.) is preferred.  
Experience with the analysis of sensor data from wearables or mobile sensors and clinical data is preferred  
Familiarity with software engineering practices and experience developing production software is preferred. 
",Mid-Senior level,Full-time,Research,"Computer Software, Biotechnology, Research"
Amazon,"Seattle, WA, US",Senior Machine Learning Scientist,2019-08-01,"Our mission is to push the envelope in Automatic Speech Recognition (ASR), Natural Language Understanding (NLU), Audio Signal Processing,...",https://www.linkedin.com/jobs/view/senior-machine-learning-scientist-at-amazon-1406204889?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Mid-Senior level,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
Zume Inc.,"Seattle, WA, US",Machine Learning Engineer - Platform,2019-07-30,We’re looking for an experienced Machine Learning Engineer to own our Science and Modeling platform. Experience with Google Cloud ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-platform-at-zume-inc-1344486055?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zume Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Scientist,2019-07-22,"Prior work experience as a Data Scientist, BIE, Software or Data Engineer. A Machine Learning Scientist is needed to design and implement...",https://www.linkedin.com/jobs/view/machine-learning-scientist-at-trc-staffing-services-inc-1387284017?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Associate,Temporary,Other,"Construction, Staffing and Recruiting, Financial Services"
Compass /,"Seattle, WA, US",Machine Learning Scientist,2019-06-13,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-compass-1362466020?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Compass /Seattle, WA, US 
",Associate,Full-time,Other,"Marketing and Advertising, Computer Software, Internet"
Urban Compass,"Seattle, WA, US",Machine Learning Scientist,2019-04-26,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-urban-compass-1281655385?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Urban CompassSeattle, WA, US 
",Associate,Full-time,Other,"Marketing and Advertising, Computer Software, Internet"
Pacific Northwest National Laboratory - PNNL,"Seattle, WA, US",Early Career Data Scientist - Machine Learning,2019-07-18,"Experience in domain science, particularly natural language processing, behavioral modeling, social computing, time series prediction, ...",https://www.linkedin.com/jobs/view/early-career-data-scientist-machine-learning-at-pacific-northwest-national-laboratory-pnnl-1380280167?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pacific Northwest National Laboratory - PNNLSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Research"
Amazon Web Services (AWS),"Seattle, WA, US",Machine Learning Scientist,2019-07-10,Amazon AI is looking for world class scientists and engineers to join its AI Lab. Previous experience in a ML or data scientist role and ...,https://www.linkedin.com/jobs/view/machine-learning-scientist-at-amazon-web-services-aws-954536454?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Seattle, WA, US 
",Not Applicable,Full-time,"Research, Science, Engineering","Computer Software, Information Technology and Services, Internet"
eSentire,"Seattle, Washington",Senior Machine Learning Scientist,2019-07-11,"What you will do: We are looking for creative and self-motivated problem solvers who thrive in mid-stage, collaborative startup ...",https://www.linkedin.com/jobs/view/senior-machine-learning-scientist-at-esentire-1349631474?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eSentireSeattle, Washington 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Do you like...   
  
  
Then we very much would like to talk with you.    
Our machine learning scientists use statistics and ML to build advanced cybersecurity capabilities, extend our proprietary ML platform, and optimize eSentire's managed detection & response services.  We are looking for creative and self-motivated problem solvers who thrive in mid-stage, collaborative startup environments.    
What you will do:  
  
  
What you will bring:  
  
  
Desired:  
  
  
  
Why a Career with eSentire?  
  
Our Culture: At eSentire we work in a collaborative and innovative work environment. We work with brilliant and passionate people who strive and encourage others to do their best. eSentire’s idea-rich environment welcomes creative and sometimes unconventional perspectives!  
  
Growth Opportunities: At eSentire you will have the opportunity to grow and make an impact from your work. We encourage innovation in all who become a part of our team. With growing operations internationally, there is lots of lateral and upward advancement opportunities for rewarding and developing careers with eSentire. We’re strong believers in continuing education and provide the resources that you need to continue learning.  
  
 Employee Perks: Every day we provide free breakfast and refreshments, flexible hours, competitive PTO policy, 401k matching program, subsidies for continuing education, and an attractive compensation and benefit plans. We make it our obligation to the team here to stay current with compensation trends in the tech field. 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Computer & Network Security, Information Technology and Services"
Vulcan Inc.,"Seattle, WA, US",Machine Learning Scientist for Climate Model Development,2019-07-30,"We do that through scientific and technological breakthroughs, catalytic philanthropy, and inspirational experiences, motivated by Paul’...",https://www.linkedin.com/jobs/view/machine-learning-scientist-for-climate-model-development-at-vulcan-inc-1389239744?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Vulcan Inc.Seattle, WA, US 
",Associate,Full-time,"Project Management, Information Technology, Engineering","Information Services, Computer Software"
Apple,"Seattle, WA, US",Machine Learning Research Scientist,2019-07-29,We are searching for engineers with a real passion for using machine learning to build intelligent applications. We are looking for new ...,https://www.linkedin.com/jobs/view/machine-learning-research-scientist-at-apple-1344383582?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AppleSeattle, WA, US 
",Not Applicable,Full-time,Other,Consumer Electronics
Analytic Recruiting Inc.,"Seattle, Washington",Applied Machine Learning Scientist,2019-08-01,Large global firm seeking an Applied Machine Learning Scientist. 5+ years of relevant research related experience or 3+ yrs of post ...,https://www.linkedin.com/jobs/view/applied-machine-learning-scientist-at-analytic-recruiting-inc-1015380795?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Analytic Recruiting Inc.Seattle, Washington 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Large global firm seeking an Applied Machine Learning Scientist. Must have deep expertise in descriptive statistics, model development, forecasting, and optimization to set the vision for large-scale experiments. Must be comfortable using state-of-the-art methods and be a subject matter expert in their field. Serve as a consultant to internal stakeholder groups to design research approaches, strategize, and execute research initiatives.  
  
QUALIFICATIONS  
· PhD in in Statistics, Data Science, Operations Research or equivalent program· Experience or educational background in utilizing machine learning and/or applied time series modeling.  
· 5+ years of relevant research related experience or 3+ yrs of post doctoral experience· Proficiency in any of the following: R, Stata, Matlab, Python· Experience productionalizing models· Industry or academic) experience with natural language understanding or dialogue management -- Preferred· Experience with cloud computing and big data tools -- Preferred· Experience using SQL for acquiring/transforming data, Linux command line - Preferred· Expertise in any of the following: algorithms and data structures/parsing/numerical optimization/data mining/parallel and distributed computing -- Preferred 
",Director,Full-time,"Research, Analyst",Retail
Google,"Seattle, WA, US","Research Scientist, Machine Learning and Intelligence",2019-02-16,"We’ve already been joined by some of the best minds, and we’re looking for talented Research Scientists that have applied experience in...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-and-intelligence-at-google-1166144863?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GoogleSeattle, WA, US 
",Not Applicable,Full-time,Other,"Information Services, Internet"
Agoda,"Seattle, WA, US",Senior Machine Learning Product Scientist,2019-07-17,At Our Core We Are The Masters Of Combining Science And Business; Our Ideal Candidate Would Be Able To Do The Same With The Following ...,https://www.linkedin.com/jobs/view/senior-machine-learning-product-scientist-at-agoda-1358324390?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AgodaSeattle, WA, US 
",Mid-Senior level,Full-time,"Information Technology, Engineering",Internet
Layer3 TV,"Bellevue, WA, US","Sr. Machine Learning Scientist, Supply Chain Analytics and Operations - Bellevue",2019-07-03,"The device and supply chain organization is responsible for $10B+ annual spend on sourcing devices for T-Mobile, including T-Mobile and ...",https://www.linkedin.com/jobs/view/sr-machine-learning-scientist-supply-chain-analytics-and-operations-bellevue-at-layer3-tv-1399958864?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Layer3 TVBellevue, WA, US 
",Associate,Part-time,Other,"Marketing and Advertising, Information Technology and Services, Computer Software"
Facebook,"Seattle, WA, US","Research Scientist, Machine Learning (PhD)",2019-07-27,"Research and/or work experience in machine learning, NLP, recommendation systems, pattern recognition, signal processing, data mining, ...",https://www.linkedin.com/jobs/view/research-scientist-machine-learning-phd-at-facebook-1385112436?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookSeattle, WA, US 
",Not Applicable,Full-time,Other,Internet
T-Mobile,"Bellevue, WA, US","Sr. Machine Learning Scientist, Supply Chain Analytics and Operations",2019-07-09,We are currently seeking a Data/Machine Learning Scientist with strong knowledge and experience in machine learning modeling and ...,https://www.linkedin.com/jobs/view/sr-machine-learning-scientist-supply-chain-analytics-and-operations-at-t-mobile-1347336075?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"T-MobileBellevue, WA, US 
 
",Associate,Full-time,Other,Telecommunications
eBay,Greater Seattle Area,Sr. Machine Learning Engineer,2019-07-10,"Looking for a company that inspires passion, courage and imagination, where you can be part of the team shaping the future of global ...",https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-at-ebay-1348366143?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eBayGreater Seattle Area 
Looking for a company that inspires passion, courage and imagination, where you can be part of the team shaping the future of global commerce? Want to shape how millions of people buy, sell, connect, and share around the world? If you’re interested in joining a purpose driven community that is dedicated to creating an ambitious and inclusive workplace, join eBay – a company you can be proud to be a part of.   
About Our Team : Do you want to have a huge impact on the largest eCommerce website? Are you interested in solving cutting edge research problems while impacting all eBay advertising channels? Does working with Big Data, cloud computing, large-scale optimization, probabilistic inference, and machine learning excite you? If you answered yes, the Marketing Science team at eBay is the right place for you. We are looking for rockstar Data Scientists to join our team.  
   
You will be directly responsible for improving eBay's algorithms that drive customer traffic via external marketing channels. You will work on cutting-edge ML/optimization algorithms against one of the biggest datasets in the world. You’ll work with world-class data scientists and engineers. You’ll solve problems that have a direct impact on a multi-billion dollar business. Bring your ideas, energy, and dedication to reach and engage the next 100M eBay users.  
   
We are developing state-of-the-art bidding and optimization strategies that have a direct impact on eBay's users as well as the company's bottom line. You will be expected to research state-of-the-art machine learning, optimization, natural language processing, text mining, and other techniques, and apply them to eBay's marketing platforms. You will roll your solutions to production, analyze results offline and online, and measure site impact.  
   
Key Responsibilities include:  
Aggregate huge amount of data and information from large numbers of sources to discover patterns and features necessary to build machine learning models that match eBay’s inventory with customers’ demand via Marketing channels. Design and implement end-to-end solutions using Machine Learning, Optimization, and other advanced computer science technologies, and own live deployments to drive customer traffic to eBay.  
   
Qualifications:  
  
About eBay:  
eBay Inc. operates e-commerce platforms that connect various buyers and sellers worldwide. Its platforms enable sellers to organize and offer inventory for sale; and buyers to find and buy it virtually anytime and anywhere. The company’s Marketplace platforms include its online marketplace at ebay.com and the eBay mobile apps; and StubHub platforms comprise its online ticket platform at stubhub.com and the StubHub mobile apps, which enable fans to purchase tickets to the games, concerts, and theater shows. Its Classifieds platforms include a collection of brands, such as Mobile.de, Kijiji, Gumtree, Marktplaats, eBay Classifieds, and others that offer online classifieds and help people find whatever they are looking for in their local communities. The company platforms enable users to find, buy, sell, and pay for items through various online, mobile, and offline channels, which include retailers, distributors, liquidators, import and export companies, auctioneers, catalog and mail-order companies, classifieds, directories, search engines, commerce participants, shopping channels, and networks. eBay Inc. was founded in 1995 and is headquartered in San Jose, California. 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Internet, Computer Software"
Oculus VR,"Redmond, WA, US",Data Scientist,2019-05-24,Understanding our users is a crucial part of our mission of creating the future of AR/VR technology. 2+ years of experience in scripting ...,https://www.linkedin.com/jobs/view/data-scientist-at-oculus-vr-1327356868?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Oculus VRRedmond, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Retail
Unity Technologies,"Bellevue, WA, US","Senior Software Engineer, Machine Learning",2019-07-30,"Unity is the creator of the world’s most widely-used real-time 3D (RT3D) development platform, providing content creators around the ...",https://www.linkedin.com/jobs/view/senior-software-engineer-machine-learning-at-unity-technologies-1389268844?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Unity TechnologiesBellevue, WA, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Twitter,"Seattle, WA, US",Sr. Machine Learning Engineer - Home Timeline,2019-07-29,You’re experienced solving large scale relevance problems and comfortable doing incremental quality work while building brand new ...,https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-home-timeline-at-twitter-1388360341?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TwitterSeattle, WA, US 
",Associate,Full-time,Engineering,Internet
F5 Networks,"Seattle, WA, US",Sr. Data Scientist,2019-07-25,"Provide technical leadership, learn and partner with other F5 teamsRequired Skills Experience and Qualifications: This position is ...",https://www.linkedin.com/jobs/view/sr-data-scientist-at-f5-networks-1376755247?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"F5 NetworksSeattle, WA, US 
",Associate,Full-time,Other,Computer & Network Security
Convoy Inc,"Seattle, WA, US",Senior Research Scientist - Personalization,2019-07-06,The Offer Relevance team at Convoy is looking for a seasoned machine learning scientist with expertise in personalization and ...,https://www.linkedin.com/jobs/view/senior-research-scientist-personalization-at-convoy-inc-1405386382?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Convoy IncSeattle, WA, US 
",Associate,Full-time,"Research, Analyst, Information Technology","Computer Software, Internet, Financial Services"
The Climate Corporation,"Seattle, WA, US",Atmospheric Scientist,2019-03-08,What You Will Do. The ideal candidate is an atmospheric scientist experienced working with a variety of observational datasets to ...,https://www.linkedin.com/jobs/view/atmospheric-scientist-at-the-climate-corporation-1159891700?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Climate CorporationSeattle, WA, US 
",Not Applicable,Full-time,Science,Computer Software
EagleView,"Bellevue, WA, US",Data Scientist,2019-01-08,We are looking for talented Data Scientists to join the Machine Learning & Artificial Intelligence (ML/AI) team. Minimum BA or BS in ...,https://www.linkedin.com/jobs/view/data-scientist-at-eagleview-1099848273?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"EagleViewBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
