company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
TravelClick,"New York City, NY, US","Vice President, Business Intelligence Product Development and Data Operations",2019-08-04,"TravelClick, an Amadeus company is seeking a Vice President to lead the product development and data operations for this rapidly growing ...",https://www.linkedin.com/jobs/view/vice-president-business-intelligence-product-development-and-data-operations-at-travelclick-1355284004?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TravelClickNew York City, NY, US 
 
",Executive,Full-time,"Business Development, Sales","Marketing and Advertising, Information Technology and Services, Computer Software"
Birchbox,"New York City, NY, US",Head of Business Intelligence,2019-07-01,"The ideal candidate will have prior experience in rolling out and scaling business intelligence tools in multiple segments, markets or ...",https://www.linkedin.com/jobs/view/head-of-business-intelligence-at-birchbox-1395455430?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BirchboxNew York City, NY, US 
",Director,Full-time,"Business Development, Sales","Marketing and Advertising, Internet, Retail"
Initiative,"New York City, NY, US","Initiative - Manager, Business Intelligence & Accountability",2019-08-02,"Experience with data-management, statistical and optimization languages, ideally SAS/R/SQL/GAMS. We are looking for ambitious, analytical...",https://www.linkedin.com/jobs/view/initiative-manager-business-intelligence-accountability-at-initiative-1407457810?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InitiativeNew York City, NY, US 
",Associate,Full-time,Advertising,"Marketing and Advertising, Online Media, Internet"
Major eCommerce Client,Greater New York City Area,Business Intelligence Manager,2019-07-26,Strong problem-solving skills and experience performing cause and effect analysis. Must be passionate about delivering an exceptional ...,https://www.linkedin.com/jobs/view/business-intelligence-manager-at-major-ecommerce-client-1396034714?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Major eCommerce ClientGreater New York City Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Your Role on our Team  
 The Business Intelligence and Data Management team of the client has an exciting opportunity to join an established team focusing on Enterprise Analytics and Data Management initiatives for the enterprise. The BI Administrators serve as liaison between the BI Developers, Business Users and Enterprise Infrastructure teams to ensure appropriate delivery of technology solutions. This includes capabilities such as day to day user support, training and consultation on BI programming, performance tuning, capacity and utilization, backups and disaster recovery.  
Duties & Responsibilities:  
Qualifications and Requirements:  
",Mid-Senior level,Full-time,"Information Technology, Engineering",Information Technology and Services
Momentum Worldwide,"New York City, NY, US","Senior Vice President, Business Intelligence Lead, Momentum",2019-06-25,"So think on that. Think on all that, too. The ideal candidate will have developed their skills in a consulting organization selling ...",https://www.linkedin.com/jobs/view/senior-vice-president-business-intelligence-lead-momentum-at-momentum-worldwide-1340387861?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Momentum WorldwideNew York City, NY, US 
",Executive,Full-time,"Business Development, Sales","Marketing and Advertising, Online Media, Human Resources"
Visiting Nurse Service of New York,"New York, New York",Senior Business Intelligence Analyst/Engineer,2019-07-31,"We are looking for an experienced business intelligence analyst to design analytical approaches, develop new measures, data collection ...",https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-engineer-at-visiting-nurse-service-of-new-york-1393454402?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Visiting Nurse Service of New YorkNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
About Us:  
  
The Visiting Nurse Service of New York (VNSNY) is the nation’s largest not-for-profit home- and community-based health care organization, meeting the health care needs of New Yorkers for over 125 years, with compassionate, high-quality home health care. Join the CHOICE Analytics team and apply your analytical skills to support VNSNY strategic objectives. We are looking for an experienced business intelligence analyst to design analytical approaches, develop new measures, data collection and analysis, dashboard design and development, track project activities and tasks, and help to ensure the overall success of the department.  
  
About the Role:  
  
Requirements:  
",Mid-Senior level,Full-time,"Health Care Provider, Information Technology",Hospital & Health Care
Payability,"New York City, NY, US","Product Analyst, Business Intelligence - New York",2019-07-15,The ideal candidate will demonstrate the following characteristics: We are looking for a Business Intelligence Product Analyst to join ...,https://www.linkedin.com/jobs/view/product-analyst-business-intelligence-new-york-at-payability-1374001531?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PayabilityNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Computer Software, Internet, Financial Services"
InterQuest Group,Greater New York City Area,Business Intelligence Analyst,2019-07-24,"Excellent written and verbal skills with the ability communicate to all levels of management. Experience writing in R, Python or similar ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-interquest-group-1345885810?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InterQuest GroupGreater New York City Area 
Business Analyst:  
  
Major Responsibilities:• Designs and builds data visualizations using diverse sets of data to drive actionable insights.• Transform large amounts of data into compelling visual stories to facilitate analysis and business decision-making, using data visualization tools like Spotfire.• Deliver routine reporting based on clients’ needs as well as quickly responding to ad hoc requests.• Create thought provoking and professional reports and models using Excel, PowerPoint, or other data visualization solutions as appropriate.• Perform data integrity and audit checks to ensure accuracy of reports• Research, review, and analyze the effectiveness and efficiency of existing reports, and develop strategies for enhancing and improving the performance of these reports• Troubleshoot to trace report performance issues to root cause.• Prototype and build dashboards integrating data from multiple sources.• Develop interactive visualizations allowing operational metrics to be summarized at an organizational level and/or presented at team/individual levels.• Build effective working relationships with business subject matter experts Qualifications:•  Education: Bachelor Degree, Information Science , Computer Systems Analysis, Computer Science or Math, preferred•  Work Experience: 2+ years of related experience•  Operations and Customer Service knowledge, highly preferred•  Experience with operations insights, preferred•  Experience/ knowledge of Tableau/ Spotfire dashboard tools•  Proficient in report development and analytics•  Proficient in the use of SQL and Microsoft Office Suite•  Experience writing in R, Python or similar languages, a plus•  Strong analytical aptitude and an understanding of statistical methods.•  Strong desire to use technology to solve complex problems.•  Innovative thinker who is self motivated to complete projects and tasks on time.•  Ability to establish priorities, work on multiple assignments and meet deadlines.•  Excellent written and verbal skills with the ability communicate to all levels of management.•  Proactive with a positive attitude 
",Associate,Full-time,Analyst,Insurance
Amazon Web Services (AWS),"New York City, NY, US",Business Intelligence Engineer,2019-08-02,You will also be part of a team that is responsible for engineering data requirements for all new features and enhancements. AWS ...,https://www.linkedin.com/jobs/view/business-intelligence-engineer-at-amazon-web-services-aws-1408169553?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)New York City, NY, US 
",Not Applicable,Full-time,"Business Development, Sales","Computer Software, Information Technology and Services, Internet"
Synertrade,"New York, New York",Business Intelligence & Analytics Consultant,2019-07-25,"Experience with statistical tools such as Python, R, SAS, SPSS and/or other following: HTML, CSS, Java, JavaScript. MUST: Minimum of two ...",https://www.linkedin.com/jobs/view/business-intelligence-analytics-consultant-at-synertrade-1394424433?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SynertradeNew York, New York 
 
You will support the BI&A team in delivering end to end reporting solutions covering the entire Source to Pay process (Spend Management, eSourcing, Contract Management, Procurement & Ordering, SRM, Performance Management).  
  
3 main areas: Business Intelligence (60%), Analytics (30%) and Systems integration (10%)  
ESSENTIAL DUTIES AND RESPONSIBILITIES  
  
MINIMUM REQUIREMENTS  
  
ADITIONAL KNOWLEDGE & SKILLS  
WE OFFER  
",Mid-Senior level,Full-time,"Consulting, Information Technology, Project Management","Computer Software, Information Technology and Services"
GLG,"New York City, NY, US","Product Manager, Business Intelligence",2019-07-30,Experience in business process analysis and data architecture/modeling skills. 10+ years of professional experience using data analysis ...,https://www.linkedin.com/jobs/view/product-manager-business-intelligence-at-glg-1351584685?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GLGNew York City, NY, US 
",Not Applicable,Full-time,"Product Management, Marketing","Financial Services, Information Services, Information Technology and Services"
Bloomberg LP,"New York City, NY, US",Senior BI/QlikSense Engineer - Business Intelligence (Consultant),2019-08-02,You should thrive while interacting directly with end users and becoming a subject matter expert in order to architect and design our ...,https://www.linkedin.com/jobs/view/senior-bi-qliksense-engineer-business-intelligence-consultant-at-bloomberg-lp-1407462332?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Bloomberg LPNew York City, NY, US 
Bloomberg runs on data. As the Enterprise Data Warehouse and Business Intelligence team, we are responsible for driving analytics throughout the organization to improve our products, engage better with our customers, create greater efficiencies, and drive new businesses by providing insights into the data. Can you change the way our business works? 
Our data captures the who, what, when, where and why of how our clients use Bloomberg products, how our systems execute, and how our employees engage with our customers. We are responsible for ingesting and preparing massive amounts of data for reporting, dashboards, self-service and advanced analytics. Are you motivated to build robust and scalable systems to handle petabytes of data, with billions of new data points being ingested daily? 
Are you a hands-on Senior BI architect and developer who is excited to tackle the challenges that come with performing analytics and creating visualizations on large volumes of diverse data with complex business rules? A key objective of this role is for you to provide analysis, design and developmental insight for the team in building an enterprise level data analytics platform using industry standard concepts against our Data Warehouse, Data Lake, and Big Data environments. Are you excited to innovate, educate, and drive new concepts both within the team and across our organization? 
If this sounds like you, then we want to talk! Please apply here. 
",Not Applicable,Full-time,"Business Development, Sales","Financial Services, Information Services, Information Technology and Services"
PepsiCo,"New York City, NY, US",eCommerce Business Intelligence Specialist,2019-07-30,"Development experience with reporting/visualization platforms (Tableau, Power BI, etc.) Programming experience (VBA, Python or .NET) a plus.",https://www.linkedin.com/jobs/view/ecommerce-business-intelligence-specialist-at-pepsico-1351594457?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PepsiCoNew York City, NY, US 
",Entry level,Full-time,"Business Development, Sales","Consumer Goods, Food & Beverages"
General Assembly,"New York City, NY, US",Business Intelligence Manager,2019-08-01,"Additionally, candidates should have a wealth of experience implementing data-driven business solutions to draw from, be highly organized...",https://www.linkedin.com/jobs/view/business-intelligence-manager-at-general-assembly-1406436856?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"General AssemblyNew York City, NY, US 
",Mid-Senior level,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
Emergent365 Inc (Formerly Blackstone Professional Recruiting Inc),"New York, New York",Business Intelligence Analyst,2019-07-20,Strong Problem-Solving skills – dig in to the available SQL Database resources (tables or views) and mine the data required for reports ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-emergent365-inc-formerly-blackstone-professional-recruiting-inc-1383967480?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Emergent365 Inc (Formerly Blackstone Professional Recruiting Inc)New York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Application Analyst  
Location: NYC Downtown  
Salary: $100-115k  
The Position The responsibilities of the Analyst will be to complement the current and future strategic technology direction of the firm. Areas of focus include standardizing the firm’s application development environment, providing strategic coordination and tactical governance as well as providing analysis of existing and development of new scalable, stable, flexible, extensible, and maintainable applications. The Analyst will have demonstrated success working on a variety of applications related projects. She/he will have a good working knowledge of methods and processes and a proven history of effective communication skills at all levels of the organization. The successful candidate will have exceptional interpersonal, technical and communications skills, as well as a strong work ethic and positive attitude. Qualifications  
Responsibilities  
",Mid-Senior level,Full-time,Information Technology,"Information Technology and Services, Financial Services"
Xaxis,"New York City, NY, US","Associate, Business Intelligence",2019-07-17,This role is responsible for supporting the implementation of business intelligence projects to enable data driven decision making ...,https://www.linkedin.com/jobs/view/associate-business-intelligence-at-xaxis-1378179709?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"XaxisNew York City, NY, US 
",Entry level,Full-time,"Business Development, Sales","Marketing and Advertising, Online Media, Internet"
Citi,"New York City, NY, US","GCB Business Development- Director of Strategy, Competitive Intelligence, and Planning",2019-08-02,"Citi is optimizing its relationship structure to realize a fully integrated global delivery model with technology at its core, where ...",https://www.linkedin.com/jobs/view/gcb-business-development-director-of-strategy-competitive-intelligence-and-planning-at-citi-1406821225?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CitiNew York City, NY, US 
",Not Applicable,Full-time,"Sales, Business Development","Banking, Financial Services, Investment Banking"
BizXcel Inc.,"Syracuse, New York, United States",Intermediate Business Intelligence (BI) Developer - Implementation,2019-07-31,"We are searching for an Intermediate Business Intelligence (BI) Developer - Implementation, to focus on implementation of our products ...",https://www.linkedin.com/jobs/view/intermediate-business-intelligence-bi-developer-implementation-at-bizxcel-inc-1405327236?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BizXcel Inc.Syracuse, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
BizXcel Inc. is a business development and consulting company which provides products and services to improve organizations' planning, people and processes so they can achieve optimal performance. 
 
We are growing and expanding, and have opened an office in Syracuse, NY. We are searching for an Intermediate Business Intelligence (BI) Developer - Implementation, to focus on implementation of our products and services for our growing client base. In this hands-on, client facing role, you will be a key contributor, nation wide. 
 
Responsibilities 
 
Qualifications 
 
Applications will be reviewed and those selected for an interview will be contacted although we thank all applicants for your interest. 
 
Job Type: Full-time 
 
Experience: Software or Business Analysis and Implementation - 3 years (preferred) 
 
Work Authorization: United States (required) 
",Associate,Full-time,"Information Technology, Business Development","Management Consulting, Computer Software"
Highgate,"New York, New York",Director of Business Intelligence,2019-07-16,Highgate Hotels is seeking a Director of Business Intelligence to join our team and be a leader in driving the vision and continued ...,https://www.linkedin.com/jobs/view/director-of-business-intelligence-at-highgate-1375846776?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HighgateNew York, New York 
 
Overview 
  
Highgate’s Business Intelligence team is responsible for managing the majority of Highgate’s standardized operational reporting and situational analysis for the managed hotel portfolio as well as various business support and partnership initiatives to create value within the hotels and the management company. The team is comprised of cross-functional subject matter specialists who work together and in collaboration with other Highgate operating disciplines to achieve these goals and objectives.  
Highgate Hotels is seeking a Director of Business Intelligence to join our team and be a leader in driving the vision and continued development of Highgate’s best-in-class advanced data & analytics platform. This individual will perform analysis using large data sets to help the business understand current performance and identify areas for improvement. This individual will design interactive data visualization reporting that allows business users to explore actionable insights in support of the hotel portfolio’s performance and the Company’s growth strategy, including overseeing an end-to-end user experience from acceptance testing to ongoing training and support to ensure dashboards continue to be relevant and consumed. This role requires an individual who can build positive relationships throughout the organization while becoming intimately familiar with Highgate’s common business language to identify and rationalize opportunities for reporting design, answer key business questions and ensure user adoption. This individual should be ready and willing to actively ascertain opportunities to improve the Company’s data workflow processes and propose alternatives to improve the stability, performance and accuracy of Highgate’s reporting infrastructure.  
   
This role will interface with all Highgate business departments, system vendors, ownership group analyst teams, senior leadership and other external third parties. This role is a great opportunity to utilize an existing technical skillset within a vertically integrated and entrepreneurial platform to be a part of Highgate’s continued expansion and success.  
  
  
",Director,Full-time,"Analyst, Strategy/Planning, Consulting",Hospitality
"Motiv, Inc.","Redmond, Washington",Business Intelligence Developer,2019-07-31,"We are actively seeking an experienced BI Developer to support Azure.     Proactively collaborate with cross-functional teams, mentor ...",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-motiv-inc-1393465694?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Motiv, Inc.Redmond, Washington 
*We are unable to support any Visa sponsorship at this time.  
*Only accepting local candidates as we are unable to support relocation.  
",Mid-Senior level,Contract,"Information Technology, Engineering, Analyst",Information Technology and Services
Quadrant Resource ,Greater Seattle Area,Business Intelligence Developer,2019-07-31,"5+ years’ experience in developing on Azure SQL database, Azure Analysis Services, Power BI. 5+ years’ experience in developing on DAX,...",https://www.linkedin.com/jobs/view/business-intelligence-developer-at-quadrant-resource-1393475793?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Quadrant Resource Greater Seattle Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Hi Professionals,  
  
Essentially the person will be required to maintain and build enhancements on our current reporting database, which is built on Azure SQL and Tabular cube.  
   
KEY ACCOUNTABILITIES:  
KEY QUALIFICATIONS:  
   
  
  
",Mid-Senior level,Contract,Information Technology,Information Technology and Services
Xevo Inc.,"Bellevue, WA, US",Business Intelligence Analyst,2019-07-25,Xevo is looking for a data-minded individual with high attention to detail and excellent communication skills to fill the role of the ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-xevo-inc-1393159261?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Xevo Inc.Bellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Inviso,"Bothell, WA, US",Business Intelligence Analyst,2019-07-24,The ideal candidate will be passionate about and highly skilled in creating and maintaining business intelligence dashboards that are ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-inviso-1392253901?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InvisoBothell, WA, US 
",Associate,Contract,"Business Development, Sales",Information Technology and Services
Port of Seattle,"Seattle, WA, US",Business Intelligence Assistant,2019-07-27,We are looking for someone to manage and conduct administrative support and data management duties for the BI Department supporting the ...,https://www.linkedin.com/jobs/view/business-intelligence-assistant-at-port-of-seattle-1385164152?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Port of SeattleSeattle, WA, US 
",Entry level,Full-time,Administrative,"Construction, Government Administration, Financial Services"
"Likewise, Inc. ","Bellevue, WA, US",Business Intelligence Analyst,2019-06-18,"If you’re looking for a rare opportunity to be a part of an innovative, exciting company and become a key member on our team, join us! ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-likewise-inc-1323760323?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Likewise, Inc. Bellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
Prosum,"Seattle, WA, US",Business Intelligence Manager,2019-06-21,"Strong experience with ETL development, data modeling, data warehousing, MySQL, Tableau/Microstrategy, and databases in a business ...",https://www.linkedin.com/jobs/view/business-intelligence-manager-at-prosum-1337325415?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ProsumSeattle, WA, US 
",Mid-Senior level,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Redapt Inc,"Bellevue, WA, US",Business Intelligence Consultant,2019-07-11,Attunix is looking for an experienced Business Intelligence Consultant to lead requirements gathering and reporting/visualization projects.,https://www.linkedin.com/jobs/view/business-intelligence-consultant-at-redapt-inc-1370201992?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Redapt IncBellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Management Consulting"
PitchBook Data,"Seattle, WA, US",Senior Business Intelligence Analyst,2019-07-19,"Advanced SQL skills, with experience querying large datasets from multiple sources and developing automated reporting. Excellent ...",https://www.linkedin.com/jobs/view/senior-business-intelligence-analyst-at-pitchbook-data-1383307975?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PitchBook DataSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
Compass Group USA,"Redmond, WA, US","REPORTING ANALYST, BUSINESS INTELLIGENCE",2019-05-06,The ideal candidate must have an employment or educational background working with data and understand how analysis can unlock ...,https://www.linkedin.com/jobs/view/reporting-analyst-business-intelligence-at-compass-group-usa-1261437597?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Compass Group USARedmond, WA, US 
",Not Applicable,Full-time,Information Technology,"Construction, Food & Beverages, Hospital & Health Care"
Eurest,"Redmond, WA, US","REPORTING ANALYST, BUSINESS INTELLIGENCE",2019-05-08,The ideal candidate must have an employment or educational background working with data and understand how analysis can unlock ...,https://www.linkedin.com/jobs/view/reporting-analyst-business-intelligence-at-eurest-1259736674?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"EurestRedmond, WA, US 
",Associate,Full-time,Information Technology,"Restaurants, Food & Beverages, Hospitality"
Fred Hutch,"Seattle, WA, US",Business Intelligence Analyst,2019-07-03,"SCHARP is seeking a Reports Analyst II who will be responsible for developing, implementing and maintaining reports for a wide range of ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-fred-hutch-1346792924?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Fred HutchSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales","Research, Biotechnology, Hospital & Health Care"
Beyondsoft,"Redmond, WA, US",Business Intelligence Analyst - Redmond,2019-07-28,"Prior experience in the interactive industry space, free-to-play game development, games-as-a-service, or mobile game development is a plus.",https://www.linkedin.com/jobs/view/business-intelligence-analyst-redmond-at-beyondsoft-1399818820?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BeyondsoftRedmond, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Upwork,"Seattle, WA, US",Business Intelligence Data Modeler,2019-07-24,Upwork has partnered with one of our large Enterprise clients who is seeking a BI Data Modeler to work with individuals and departments ...,https://www.linkedin.com/jobs/view/business-intelligence-data-modeler-at-upwork-1392792719?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"UpworkSeattle, WA, US 
",Entry level,Full-time,"Business Development, Sales","Marketing and Advertising, Information Technology and Services, Staffing and Recruiting"
Metro Parks Tacoma,"Tacoma, WA, US",Intern - Business Intelligence,2019-07-31,You will walk away with tangible work examples to communicate your professional experience and Metro Parks Tacoma will benefit through ...,https://www.linkedin.com/jobs/view/intern-business-intelligence-at-metro-parks-tacoma-1403759599?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Metro Parks TacomaTacoma, WA, US 
",Internship,Internship,"Education, Training","Information Technology and Services, Nonprofit Organization Management, Government Administration"
Kaiser Permanente,"Renton, WA, US",Manager Business Intelligence - Healthcare,2019-07-14,"The Business Intelligence (BI) Manager is responsible for providing daily oversight, management, and quality assurance of BI business ...",https://www.linkedin.com/jobs/view/manager-business-intelligence-healthcare-at-kaiser-permanente-1373540982?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Kaiser PermanenteRenton, WA, US 
",Mid-Senior level,Full-time,"Business Development, Sales","Financial Services, Health, Wellness and Fitness, Hospital & Health Care"
Kforce Inc,"Redmond, WA, US",Business Intelligence Analyst,2019-08-02,"Kforce has a client seeking a Business Intelligence Analyst in Redmond, WA. Strong proficiency in data visualization and reporting; ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-kforce-inc-1407465239?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Kforce IncRedmond, WA, US 
",Associate,Contract,"Business Development, Sales","Media Production, Online Media, Program Development"
Exsilio Solutions,"Redmond, WA, US",Associate Business Intelligence Developer - Redmond,2019-06-16,The mission of the associate developer consultant is to deliver Business Intelligence solutions while growing their technical and ...,https://www.linkedin.com/jobs/view/associate-business-intelligence-developer-redmond-at-exsilio-solutions-1326893160?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Exsilio SolutionsRedmond, WA, US 
",Entry level,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Management Consulting"
TEKWISSEN ®,"Bellevue, WA, US",Business Intelligence Manager,2019-07-29,What You Will Do: You will work on building/optimizing models and algorithms for enhancing product performance and customer experience. ...,https://www.linkedin.com/jobs/view/business-intelligence-manager-at-tekwissen-%C2%AE-1401737790?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TEKWISSEN ®Bellevue, WA, US 
",Mid-Senior level,Contract,"Business Development, Sales","Electrical/Electronic Manufacturing, Construction, Machinery"
Launch Consulting Group,"Redmond, WA, US",Business Intelligence Analyst II,2019-07-30,"The ideal candidate will serve a Senior Producer, driving timely delivery for next generation gameplay experiences. We use sophisticated ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-ii-at-launch-consulting-group-1402938203?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Launch Consulting GroupRedmond, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
T-Mobile,"Bellevue, WA, US","Director, Business Intelligence - Visualization and Virtualization",2019-07-11,"Experience with multiple vendors in any of the following areas including; SQL Server, O, MySQL, SQL Data Warehouse Appliance, Oracle ...",https://www.linkedin.com/jobs/view/director-business-intelligence-visualization-and-virtualization-at-t-mobile-1367877955?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"T-MobileBellevue, WA, US 
",Director,Contract,"Business Development, Sales",Telecommunications
Jobs @ TheJobNetwork,"Seattle, WA, US",Senior Business Intelligence Developer PSJH,2019-08-04,"We are seeking a Senior Business Intelligence Developer PSJH to be responsible for the design, development and maintenance of reports, ...",https://www.linkedin.com/jobs/view/senior-business-intelligence-developer-psjh-at-jobs-%40-thejobnetwork-1398745435?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales",Information Technology and Services
Nintendo,"Redmond, WA, US","Senior Business Analyst, Business Intelligence",2019-07-10,Interest in user interface design and data visualization front-end architecture and implementation experience using tools such as Tableau...,https://www.linkedin.com/jobs/view/senior-business-analyst-business-intelligence-at-nintendo-1398796399?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NintendoRedmond, WA, US 
",Not Applicable,Full-time,"Business Development, General Business, Analyst","Computer Games, Consumer Electronics, Entertainment"
"KellyMitchell Group, Inc","Bellevue, WA, US",Sr Business Intelligence Analyst,2019-07-08,"4-5 years of work experience analyzing data to answer business questions, preferably in an ecommerce or technology driving company. 2-3 ...",https://www.linkedin.com/jobs/view/sr-business-intelligence-analyst-at-kellymitchell-group-inc-1407611064?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"KellyMitchell Group, IncBellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
Teletext India Limited,"Redmond, WA, US",Business Intelligence Engineer 3,2019-07-26,Years of experience required 2-3 years minimum in Power BI Must Have Skills Power BI SQL query language Kusto query language. Experience ...,https://www.linkedin.com/jobs/view/business-intelligence-engineer-3-at-teletext-india-limited-1402499629?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Teletext India LimitedRedmond, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Management Consulting"
