company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
The Judge Group,"New York City, NY, US",Business Analyst/Project Manager,2019-08-05,They are looking for someone ideally with 5-10 years of experience out of a small/mid-size environment. Description: Our client is ...,https://www.linkedin.com/jobs/view/business-analyst-project-manager-at-the-judge-group-1412486832?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Judge GroupNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales",Information Technology and Services
GPG Properties,"Manhattan, New York, United States",Analyst,2019-08-05,Ideal candidate is a highly self-motivated person who thrives in a dynamic work environment and is driven to work as part of a team whose...,https://www.linkedin.com/jobs/view/analyst-at-gpg-properties-1373746493?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GPG PropertiesManhattan, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Responsibilities: 
GPG Properties seeks experienced analyst with skills and experience that broaden our existing platform’s capacity and network. Analyst will be integrated into Acquisitions, Asset Management and Financial Planning systems. Analyst will also be assigned to financial accounting related role and will work side-by-side with Controller in such capacity.  
 
Analyst will provide assistance to the Executive team to create forward-looking financial information and financial analysis used to support portfolio and business-related decision making. Analyst will also assist in underwriting deals in acquisitions pipeline and reporting to the Investment Committee on capital related matters such as:  
Specific responsibilities include performing financial analysis and valuations, conducting market research, assisting with due diligence, writing investment committee memorandum and presenting investment recommendations.  
 
Non-Analyst related matters will represent approximately 1/3 of position’s work load and will include: 
Qualifications: 
",Associate,Full-time,"Accounting/Auditing, Analyst, Management",Real Estate
L'Oréal,"New York City, NY, US","L'Oreal, IT - Business Process & Data Analyst",2019-08-05,"We are looking for positive individual who can roll up the sleeve and get things done. Collaborate with help desk, Employee Experience ...",https://www.linkedin.com/jobs/view/l-oreal-it-business-process-data-analyst-at-l-or%C3%A9al-1355295549?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"L'OréalNew York City, NY, US 
",Not Applicable,Full-time,Information Technology,Cosmetics
Winsor Group,"Farmingdale, NY, US",Business Analyst,2019-07-24,"Winsor Consult Group is looking for an enthusiastic, skilled Business Analyst to become an integral part of our reporting team in ...",https://www.linkedin.com/jobs/view/business-analyst-at-winsor-group-1391246173?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Winsor GroupFarmingdale, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Associate,Full-time,"Business Development, Sales","Construction, Government Administration, Financial Services"
Modis,Greater New York City Area,Business Analyst,2019-07-30,Our ideal candidate will have about 2-3 years of experience and strong excel and pivot table experience. We are also looking for someone ...,https://www.linkedin.com/jobs/view/business-analyst-at-modis-1390705144?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ModisGreater New York City Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
A Mid-Level Business Analyst job in New York City is currently available courtesy of Modis. This is a direct hire opportunity to work with a company that administers benefits to the largest labor union in country. Our client is seeking a Technical Business Analyst who can work with high-level stakeholders, developers and business teams.  Our ideal candidate will have about 2-3 years of experience and strong excel and pivot table experience.  We are also looking for someone who has experience working with applications that handle large amounts of data.    
Under the supervision of the Assistant Director- IT, you will be formulating and defining business requirements, scope and technology objectives for enterprise-level projects.    
   
   
Business Analyst job responsibilities include:  
   
Qualifications:  
   
   
If you or someone you know is interested in this Business Analyst job in New York City, then please click ""APPLY NOW"" or you can send resumes directly to faith.flannery@modis.com.   
",Mid-Senior level,Full-time,"Information Technology, Business Development, Project Management","Facilities Services, Human Resources, Hospital & Health Care"
Icahn School of Medicine at Mount Sinai,"New York City, NY, US",BUSINESS ANALYST,2019-07-27,Manages and proactively drives the overallprogress and deliverables for major national and regional projects and datasharing initiatives ...,https://www.linkedin.com/jobs/view/business-analyst-at-icahn-school-of-medicine-at-mount-sinai-1398056258?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Icahn School of Medicine at Mount SinaiNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Nonprofit Organization Management, Higher Education, Hospital & Health Care"
FlightSafety International,"Flushing, NY, US",Business Analyst,2019-07-27,"The Business Analyst, is responsible for supporting the Team Lead in performing research, analysis, financial modeling, valuation and ...",https://www.linkedin.com/jobs/view/business-analyst-at-flightsafety-international-1397283219?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FlightSafety InternationalFlushing, NY, US 
",Associate,Full-time,"Business Development, Sales","Construction, Information Technology and Services, Financial Services"
Harris Computer,"New York City, NY, US",Business Analyst,2019-07-27,"The ideal candidate will possess the ability to learn on the fly, is customer focused, and can manage competing priorities. We are ...",https://www.linkedin.com/jobs/view/business-analyst-at-harris-computer-1397170345?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Harris ComputerNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Hospital & Health Care"
CGI,"New York City, NY, US",Business Analyst,2019-07-27,We are looking for a Business Analyst who will be responsible for business requirements for our All Payments Hub solution. We make it ...,https://www.linkedin.com/jobs/view/business-analyst-at-cgi-1397070830?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CGINew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
American Express Global Business Travel,"New York City, NY, US",Business Analyst,2019-07-24,"Companies of all sizes, and in all places, rely on GBT to provide travel management services, organize meetings and events, and deliver ...",https://www.linkedin.com/jobs/view/business-analyst-at-american-express-global-business-travel-1345899581?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"American Express Global Business TravelNew York City, NY, US 
",Not Applicable,Full-time,"Business Development, Sales","Events Services, Hospitality, Leisure, Travel & Tourism"
"TalentBurst, an Inc 5000 company","New York City, NY, US",Business Analyst,2019-07-12,"What You Get To Do. Top 3-5 Soft Skills: (For Gap Culture Fit) o Celebrates diversity o Open to new ideas  Education/ Certification, # ...",https://www.linkedin.com/jobs/view/business-analyst-at-talentburst-an-inc-5000-company-1376617464?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TalentBurst, an Inc 5000 companyNew York City, NY, US 
",Associate,Contract,"Business Development, Sales",Staffing and Recruiting
The Fedcap Group,"New York City, NY, US",Business Analyst,2019-07-06,"The responsibilities of this role include detailed analysis at the Fedcap's company and line of business levels, preparation of P&L ...",https://www.linkedin.com/jobs/view/business-analyst-at-the-fedcap-group-1358252031?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The Fedcap GroupNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Individual & Family Services, Mental Health Care, Hospital & Health Care"
Cgi Technologies,"New York City, NY, US",Business Analyst,2019-07-01,We make it easy to translate military experience and skills! CGI is seeking to hire a Business Analyst in downtown Manhattan. 6+ years of...,https://www.linkedin.com/jobs/view/business-analyst-at-cgi-technologies-1351359162?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Cgi TechnologiesNew York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Financial Services"
VTS3,"New York City, NY, US",Business Analyst,2019-06-22,We are looking for a Business Analyst in New York City! Experience in implementing Microsoft Dynamics solutions; Microsoft Dynamics 365 ...,https://www.linkedin.com/jobs/view/business-analyst-at-vts3-1333322056?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VTS3New York City, NY, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Computer & Network Security"
SupplyHouse.com,"Melville, NY, US",Business Analyst,2019-08-03,"If you are looking for a career that will allow you to develop your analytical skills in order to enhance the success of a company, we ...",https://www.linkedin.com/jobs/view/business-analyst-at-supplyhouse-com-1410796759?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SupplyHouse.comMelville, NY, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Internet, Retail"
Swiss Post Solutions,"New York, New York",Business Analyst,2019-08-01,The position requires strong communication and writing skills to articulate the value proposition of offerings to potential clients and ...,https://www.linkedin.com/jobs/view/business-analyst-at-swiss-post-solutions-1406350848?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Swiss Post SolutionsNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
SPS & DIP  
Swiss Post Solutions (SPS) is a leading outsourcing provider for business processes solutions and innovative services in document management. A strong international client base relies on SPS’ ability to envision, design and build end-to-end solutions and to be its trusted advisor for the key value drivers in BPO: location strategy, process optimization and technology. Part of the Swiss Post Group headquartered in Bern, Switzerland, SPS’ 7500 employees and specialized partners span the full range of the industry – from insurance, banking, telecommunications, media, retail to energy supply and travel & transportation – addressing customer needs in more than 20 countries.  
   
   
Summary:  
Supports the sales and operations team, by documenting requirements, current and future state workflow, along with the conceptual design.  Work with internal operations team to design solutions that will meet the requirements along with standard contractual terms, ensuring a broad design of solutions to meet future needs.  Will also assist with continuous improvement activities once the solution is in production.  The Business Analyst can engage at any part of account engagement lifecycle: Sales cycle, contract implementation and operational continuous improvement.   The role will be client interfacing, at time; will require process and solution acumen in-order-to advise on the service approach and industry best practices.  
   
Essential Duties & Responsibilities include, but are not limited to:  
This client-facing role will design and create technology solution that optimize an organizations service line work flow and interpret and translate client requirements into a solution that can be configured from a standard set of offerings.  
   
Key Responsibilities:  
   
   
Competencies:  
   
Language Skills:  
   
Financial Skills:  
   
Qualifications:  
   
   
   
  
  
   
  
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice.  
     
Swiss Post Solutions provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual and reproductive health choices, national origin, age, disability or genetics. 
",Mid-Senior level,Full-time,"Customer Service, Management, Project Management","Outsourcing/Offshoring, Facilities Services"
Prime Team Partners,Greater Seattle Area,Business Analyst- Information Security,2019-07-30,We are seeking a business analyst for a 5 month project to provide leadership in creating and documenting requirements for information ...,https://www.linkedin.com/jobs/view/business-analyst-information-security-at-prime-team-partners-1390745026?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Prime Team PartnersGreater Seattle Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
We are seeking a business analyst for a 5 month project to provide leadership in creating and documenting requirements for information security and protection standards. The business analyst will translate the standards to business requirements, validate requirements, review requirements and their application to new system implementations.  
  
Roles and Responsibilities  
Create business requirements document for information security program, solicit requirements from stakeholders, write BRD, Validate requirements, support the application of requirements to the program.  
  
Preferred experience for the Business Analyst:  
Development of Business Requirements Documents  
Requirements Validation  
Strong Writing / Communication Skills  
Experience with Security Policies and Standards would be an advantage but not required.  
  
For immediate consideration, please apply directly or send an email regarding your interest to haley@primeteampartners.com.  
  
For all other opportunities, please visit www.primeteampartners.com. Prime Team Partners is an equal opportunity employer. Prime Team Partners does not discriminate on the basis of race, color, religion, national origin, pregnancy status, gender, age, marital status, disability, medical condition, sexual orientation, or any other characteristics protected by applicable state or federal civil rights laws. #Dice 
",Mid-Senior level,Contract,"Information Technology, Analyst","Staffing and Recruiting, Financial Services"
Coppei Partners,"Seattle, Washington",Business Analyst Consultant,2019-08-02,"Our ideal candidate is a true consultant who brings a balance of intelligence, broad and deep business/technology experience, former Big ...",https://www.linkedin.com/jobs/view/business-analyst-consultant-at-coppei-partners-1396789925?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Coppei PartnersSeattle, Washington 
*Greater Seattle Area Candidates Only*  
  
As a Coppei Solution Manager / Business Analyst, consultant will be responsible for the delivery of business value within an end-to-end technology lifecycle. You must have a passion for partnership with your Business and IT stakeholders to deliver the optimal program/project results. The SM/BA is the conduit between the business teams and the IT/engineering teams and is accountable to ensure that systems and processes are planned, designed, delivered, and operated in support of the customer’s goals and objectives. The SM/BA consultant is responsible for translating business requirements to engineers and then translating engineering feedback back to the business teams, while attempting to maintain the integrity of the desired business value and technical supportability of the solution. The SM/BA has a hand-in-hand relationship with IT Project Managers.  
   
SM/BA consultants are expected to maintain effective relationships across a wide scope of stakeholders. Professionalism, leadership, a consultative approach, and a positive attitude are critical to this job.  
   
Our ideal candidate is a true consultant who brings a balance of intelligence, broad and deep business/technology experience, former Big 4 consulting experience, and experience with Fortune 500 clients. But equally important in a genuinely nice human being who listens before they speak, is very organized, dresses professionally, has a clear/confident/efficient communication style, and gives maximum effort.  
   
Standard Responsibilities:  
   
Qualifications/Professional Experience:  
",Mid-Senior level,Full-time,"Management, Consulting, Information Technology","Management Consulting, Information Technology and Services, Computer Software"
Volt Workforce Solutions,"Seattle, Washington",Business Analyst,2019-07-30,"Experience in systems analysis and applying analytical skills and business knowledge to develop and implement innovative, technical ...",https://www.linkedin.com/jobs/view/business-analyst-at-volt-workforce-solutions-1388378532?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Volt Workforce SolutionsSeattle, Washington 
 
Project Manager | Business Analyst  
  
The Project Manager/Business Analyst will be responsible for all aspects of assigned projects and provides a single point of contact for those projects. Manages technical, functional, and/or external project team resources. Works closely with the business to understand business processes and drivers. Collaborates with the business in the development of business cases, project charters, process definitions, and functional requirements for small to medium-sized projects. Develops and maintains project plans and tracks and reports on status. Proficient in most aspects of analysis and is developing the full analysis capabilities described below. This role requires both project management and business analyst capabilities. The emphasis on each of these capabilities will vary based on business need, application/system requirements and complexity, and project size/scope.  
  
Experience requirements:  
  
",Mid-Senior level,Contract,"Information Technology, Engineering","Health, Wellness and Fitness"
Infosys,"Bellevue, Washington",Business Analyst,2019-08-01,"Experience in driving meetings/workshops with senior client executives, business leads & cross functional stakeholders and articulate ...",https://www.linkedin.com/jobs/view/business-analyst-at-infosys-1405733275?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InfosysBellevue, Washington 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
  
 Basic Requirements• Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.• At least 4 years of IT experience.Preferred • Extensive experience in below areas: o Strong knowledge in end to end mortgage finance lifecycle from Originations to Termination o Strong domain knowledge in auto motive finance / equipment leasing o End-to-End solution customization and Implementation experience in product or custom-built software• Work with Agile scrum team, to analyse the prioritized user stories to define the sprint scope• Understand interface / integration technologies and a good understanding of customers’ needs so they can be translated into requirements• Perform Functional Testing, Assist in System Integration Testing (SIT), & Support during UAT• Review SIT/UAT/BST test cases and conduct SIT along with tester• Drive business workshops to define requirements and elaborate functional specifications of an IT solution• Design Business User Stories, Use cases, Lead Functional Architecture, Re-engineer process models and Integrate disparate services for end to end solution delivery• Experience with industry standard COTS products in Auto Finance industry (e.g. White Clarke, Cassiopae, Fiserv, etc.)• Knowledge of Accounting concepts related to accruals, depreciation, Asset Based Accounting• Exposure to allied areas such as finance & treasury, risk & controlling and key financial reports• Complete understanding of requirements gathering in discussion with product owner• Experience in working across teams in consulting, software development, product support, quality assurance. • Experience in working in a global environment with multiple locations• Experience in driving meetings/workshops with senior client executives, business leads & cross functional stakeholders and articulate project documents lucidly • Excellent soft skills - written and verbal communication• Exposure to / knowledge of latest digital trends (big data, analytics, social media) & their impact on domain area• Ability to understand and use advance analysis methods in slightly complex client scenarios to ensure problem areas are identified and impact on the business is understood• Ability to work across project lifecycle, and adopt Agile practices• Demonstrated skill in a sales or pre sales role is a plus• Global exposure to a multi-cultural organization structure• Preferably should have an exposure to outsourcing and offshoring work models 
",Mid-Senior level,Full-time,"Engineering, Information Technology",Information Technology and Services
Pactera,"Redmond, Washington",Business Analyst,2019-07-17,Pactera Technologies is currently seeking an accomplished Sr. Business Analyst with substantial CPG experience. Pactera is looking to ...,https://www.linkedin.com/jobs/view/business-analyst-at-pactera-1378252992?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PacteraRedmond, Washington 
 
Business Analyst experience with CPG domain  
  
Pactera Technologies is currently seeking an accomplished Sr. Business Analyst with substantial CPG experience. Pactera is looking to strengthen its team with an ambitious and entrepreneurial Management Consultant with in-depth ""B2B"" CPG consulting experience in both business process and information systems, gained ideally with a Fortune-500 CPG company (in-house consulting) or top-tier strategy consulting firm.  
  
Primary skills  
  
  
Main Tasks Include  
  
  
Responsibilities  
  
  
Requirements  
  
  
We encourage you to apply if you can offer deep consulting experience gained with an industry leader or Consulting business (like Nestle, Unilever PLC, PepsiCo, Inc., The Coca-Cola Company, Johnson & Johnson or Nike, Inc.) 
",Mid-Senior level,Full-time,"Analyst, General Business, Manufacturing",Information Technology and Services
Amazon,"Seattle, WA, US",Business Analyst,2019-08-01,"Within NASCO, Amazon’s Inbound Supply Chain (IBSC) team is looking for a creative, organized, experienced, and highly curious individual...",https://www.linkedin.com/jobs/view/business-analyst-at-amazon-1406202823?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Strategy/Planning, Analyst, Information Technology","Computer Software, Information Technology and Services, Internet"
Versa Resources,Greater Seattle Area,Business Analyst,2019-07-25,"Waterfall experience is valued - ability to write functional design (UI, use cases) and functional specifications (APIs, and interaction ...",https://www.linkedin.com/jobs/view/business-analyst-at-versa-resources-1048941657?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Versa ResourcesGreater Seattle Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
The Business Analyst position has primary responsibility to elicit, analyze, validate, specify, verify, and manage the real needs of the project stakeholders, including customers and end users.  
   
The requirements/preferences for the roll include:  
   
   
   
The primary responsibilities for this position include, but are not limited to:  
   
",Mid-Senior level,Contract,Analyst,Telecommunications
Expedia Group,"Bellevue, WA, US",Business Analyst,2019-08-02,You possess a minimum of 2-4 years of relevant Business or Analytics experience in a technology or dynamic travel-related organization. ...,https://www.linkedin.com/jobs/view/business-analyst-at-expedia-group-1396717867?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Expedia GroupBellevue, WA, US 
 
",Associate,Full-time,"Management, Analyst","Computer Software, Information Technology and Services, Leisure, Travel & Tourism"
"Logic20/20, Inc.","Seattle, Washington, United States",Business Systems Analyst,2019-07-17,"We are looking for Business Systems Analysts to work with cutting edge technologies and interesting companies in a fast-paced, exciting ...",https://www.linkedin.com/jobs/view/business-systems-analyst-at-logic20-20-inc-1358342508?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Logic20/20, Inc.Seattle, Washington, United States 
Business Systems Analyst   
Seattle, WA   
  
We are looking for Business Systems Analysts to work with cutting edge technologies and interesting companies in a fast-paced, exciting environment in our Seattle, WA based team.  The BSA will participate in projects supporting one or more work streams and multiple business teams.  In this role, you will support or lead activities including gathering, analyzing, and documenting stakeholder requirements (developing Process Maps/ Wire Frames/ Feature Acceptance Criteria/ User Stories), and collaborating closely with technical teams to ensure delivered solutions meet business needs.   
  
This role requires the ability to understand work streams, business processes, identify pain points, and to help drive the successful implementation of requirements and processes while effectively managing stakeholder expectations.  
You Have…    
  
  
Qualifications…   
Preferred:  
About Logic20/20. . .   
Logic20/20 is one of Seattle’s fastest growing full-service consulting firms. Our core competency is creating simplicity and efficiency in complex solutions. Although we make it look like magic, we succeed by combining methodical and structured approaches with our substantial experience to design elegant solutions for even the most intricate challenges.  Our rapid growth is in response to our ability to deliver consistently for our clients, which is directly related to the quality of the people we hire.  
  
The past three years, we’ve been in the top 10 “Best Companies to Work For” ….. why? Our team members are highly self-motivated, comfortable conceiving strategies on the fly, and enjoy working both individually and as part of a team.  Our environment is very high-energy and demanding, and individuals with remarkable enthusiasm and a can-do attitude are joining our team.  We have lots of fun, focus on our employees and our clients, and work to bring our best to every opportunity.   
",Mid-Senior level,Full-time,"Information Technology, Consulting",Management Consulting
Corestaff Services,"Seattle, WA, US",Business Analyst,2019-07-05,"Strong verbal/written communication and presentation skills, including an ability to effectively communicate with both business and ...",https://www.linkedin.com/jobs/view/business-analyst-at-corestaff-services-1360153102?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Corestaff ServicesSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales","Staffing and Recruiting, Financial Services, Hospital & Health Care"
Xevo Inc.,"Bellevue, WA, US",Business Intelligence Analyst,2019-07-25,Xevo is looking for a data-minded individual with high attention to detail and excellent communication skills to fill the role of the ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-xevo-inc-1393159261?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Xevo Inc.Bellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
Inviso,"Bothell, WA, US",Business Intelligence Analyst,2019-07-24,The ideal candidate will be passionate about and highly skilled in creating and maintaining business intelligence dashboards that are ...,https://www.linkedin.com/jobs/view/business-intelligence-analyst-at-inviso-1392253901?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InvisoBothell, WA, US 
",Associate,Contract,"Business Development, Sales",Information Technology and Services
Agiloft,"Seattle, WA, US",Business Analyst,2019-07-23,"The ideal candidate must have solid critical thinking and problem-solving skills, strong business acumen, and excellent written and ...",https://www.linkedin.com/jobs/view/business-analyst-at-agiloft-1388486765?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AgiloftSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales",Information Technology and Services
Wimmer Solutions,"Redmond, Washington",Business Intelligence Analyst II,2019-07-29,"Strong proficiency in data visualization and reporting; environment tech stack in Azure Kusto Explorer / Power BI are nice to have, but ...",https://www.linkedin.com/jobs/view/business-intelligence-analyst-ii-at-wimmer-solutions-1388371320?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Wimmer SolutionsRedmond, Washington 
Business Intelligence Analyst 2  
 The business intelligence analyst (II) is expected to develop and implement dashboards, reporting systems, and conduct ad hoc analysis as needed for the design and business teams.  Will assist with the design and development of dashboards and reporting, construct data queries, and produce Power BI visualizations that enable our team to quickly understand our live business.  The Business Intelligence Analyst is expected to work rapidly and iteratively on service deployments and dashboards, and adjust accordingly to the needs of a live game service.  Education: • STEM, data science, or business intelligence degrees or certifications preferred, but not required  Top 3 Skills • Solid proficiency in Transact SQL or Kusto querying; the successful candidate must be able to build queries and provide analysis in a rapid fashion • Strong proficiency in data visualization and reporting; environment tech stack in Azure Kusto Explorer / Power BI are nice to have, but not necessary if they show aptitude from similar experience or similar platforms such as Tableau, AWS tech stack (Kinesis, Athena, S3, Redshift, Glue, Aurora, etc.) • Familiarity with data analysis (statistical, data science, and quantitative methods)  Nice to have: Prior experience in the interactive industry space, free-to-play game development, games-as-a-service, or mobile game development 
",Mid-Senior level,Full-time,"Information Technology, Analyst","Information Technology and Services, Computer Games"
Piaggio Fast Forward,"Seattle, WA, US",Business Analyst,2019-07-05,"As a small, fast-moving team, we're looking for someone who's eager to solve whatever challenge is thrown at them and have significant ...",https://www.linkedin.com/jobs/view/business-analyst-at-piaggio-fast-forward-1355364298?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Piaggio Fast ForwardSeattle, WA, US 
",Associate,Full-time,"Business Development, Sales","Marketing and Advertising, Computer Software, Internet"
Launch Consulting Group,"Bellevue, WA, US",Business Analyst,2019-07-30,We’re seeking a Business Analyst to assist in the collection and consolidation of client business information and data. We use ...,https://www.linkedin.com/jobs/view/business-analyst-at-launch-consulting-group-1402935840?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Launch Consulting GroupBellevue, WA, US 
",Associate,Full-time,"Business Development, Sales","Information Technology and Services, Computer Software, Internet"
iMatch Technical Services,Greater Seattle Area,Business System Analyst,2019-07-23,"    5+ years direct work experience as a Senior Business Analyst or Business Analyst in business intelligence, digital analytics or ...",https://www.linkedin.com/jobs/view/business-system-analyst-at-imatch-technical-services-1370699249?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"iMatch Technical ServicesGreater Seattle Area 
Ideal candidate:  
·       5+ years   direct work experience as a Senior Business Analyst or Business Analyst in   business intelligence, digital analytics or marketing analytics  
·       Demonstrated   understanding of relational databases and SQL (must be comfortable diving   into data)  
·       Demonstrated   analytical mind and the ability to work closely with developers to   understand, conceptualize and recommend solutions to business problems  
·       Experience   in data integration and working with diverse data sources from external   vendors to internal source systems      
  
Day to day responsibilities: The day to day   responsibilities will be focused on analysis and requirements management   responsibilities, such as:  
·       Documents   and analyzes existing or ‘as-is’ business processes and data concepts.  
·       Designs   new or ‘to-be’ business processes and data concepts.  
·       Maps “as   is” and “to be” business processes and conceptual data, understands gaps, and   develops transition plans.  
·       Facilitates,   elicits, gathers, documents, validates, and prioritizes competing business   requirement demands and establishes baseline business requirements with   testability and traceability of business value delivered.  
·       Querying   relational databases for troubleshooting data related issues  
  
Software Experience: Proficiency needed in SQL,   Tableau, Visio, iServer, Microsoft Office, Skype, Slack     
  
Initiative/project they will support:   Primarily Business Intelligence related projects for Marketing and Digital   divisions; possibly additional Marketing technology related projects.  
  
Selling points of the position: Business   Intelligence is a very important area of the business which supports   customers across the enterprise. The role will interface with a variety of   stakeholders at multiple levels across the organization. Opportunity to work   with an array of different data subjects and data technology. The Business   Intelligence team is highly supportive and great to work   with.     
  
MUST-HAVE:    
·       Demonstrated   understanding of relational databases and SQL (must be comfortable diving   into data)  
·       Experience   in data integration and working with diverse data sources from external   vendors to internal source systems  
·       Demonstrated   ability in the facilitation, identification, validation, documentation   prioritization and management of business requirements (5+ years BA   experience) 
",Mid-Senior level,Full-time,"Information Technology, Consulting, Project Management",Staffing and Recruiting
