company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
X4 Group Ltd,"New York, New York",Senior Machine Learning Engineer,2019-07-31,They are seeking a Senior ML Engineer to solve some of the most difficult challenges the world faces today. At least 5+ years of ...,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-x4-group-ltd-1393434790?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"X4 Group LtdNew York, New York 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Senior Machine Learning Engineer  
   
Senior Machine Learning Engineer required for socially conscious, smart city and Urban Innovation Start Up that are solving physical problems that mass populations encounter with Machine Learning & Data Science. Detecting and flagging up an area of high risk in a high pressure environment. They are seeking a Senior ML Engineer to solve some of the most difficult challenges the world faces today.  
   
As one of the Senior ML Engineers within the business you will be able to extract the Data then Model and build useful insights independently of assistance from others. Exploring the data, Architype Models, Explore Techniques and bringing models into Production.  
   
Summary of skills or interest:  
A Masters or Ph.D in a STEM Subject or similar).  
At least 5+ years of commercial experience and depth of knowledge via data ­intensive roles  
   
Examples of Coding in open Source sites such as Github, Kaggle, Bitbucket etc. would help in referencing previous work.  
   
The Manager is looking to interview as soon as Monday 13th May and are looking to get the right Data Scientist started as soon as the last Monday of May.  
   
My Name is Lloyd at X4 Please do give me a call about this Data Science Job or if you would like to speak about opportunities.  
   
  
Keywords: Data Science, Machine Learning, Deep Learning, Manhattan, Soho, NYC,  
",Mid-Senior level,Full-time,"Analyst, Science, Information Technology","Computer Software, Research, Information Technology and Services"
Ocrolus,"New York City, NY, US",Machine Learning Engineer,2019-07-15,"3 years of applied machine learning experience. To this end, Ocrolus is looking to hire a Machine Learning Engineer to help identify ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ocrolus-1373589619?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"OcrolusNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
IBM,"New York City, NY, US",Machine Learning/ NLP Engineer,2019-07-24,"What about all of these? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What matters ...",https://www.linkedin.com/jobs/view/machine-learning-nlp-engineer-at-ibm-1391723728?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"IBMNew York City, NY, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
SRC,"Syracuse, NY, US",Machine Learning Engineer,2019-07-06,"SRC, Inc. is currently seeking an experienced systems engineer, software engineer or data scientist to work in the cognitive radio ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-src-1403769592?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SRCSyracuse, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
Open Systems Technologies,"New York City, NY, US",Machine Learning Engineer,2018-07-19,Our client is seeking a Machine Learning Engineer; you will focus on helping clients address regulatory and operational challenges ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-open-systems-technologies-810026405?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Open Systems TechnologiesNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
HyperScience,"New York City, NY, US",Machine Learning Engineer,2019-07-06,We turn ML lab experiments into enterprise-ready AI solutions - and we’re looking for continuous learners to work on these efforts. We ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-hyperscience-1405375894?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HyperScienceNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Eight Sleep,"New York City, NY, US",Machine Learning Engineer,2019-07-06,"Our mission is to make people’s sleep count for more, using innovative technology, detailed design, and proven science and data to ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-eight-sleep-1405576484?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Eight SleepNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Consumer Electronics
Blue Apron,"New York City, NY, US",Machine Learning Engineer,2019-07-05,"Within Engineering, the Data team is responsible for our enterprise data warehouse, business intelligence platform, ETL processes, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-blue-apron-1402933223?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Blue ApronNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Food & Beverages, Transportation/Trucking/Railroad"
Perch,"New York City, NY, US",Machine Learning Engineer,2019-06-26,"The ideal candidate possesses good technical judgment, which we define as the ability to design and build data pipelines that can be ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-perch-1386371835?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PerchNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
PulsePoint,"New York City, NY, US",Machine Learning Engineer,2019-06-18,"We are looking for ""A"" players that have a combination of drive, focus, speed, efficiency and quality to drive statistical modeling, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-pulsepoint-1370208298?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PulsePointNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Internet"
Symbioun Technologies Pvt Ltd,"New York City, NY, US",Machine Learning Engineer,2019-07-06,Excellent knowledge of common machine learning algorithms Experience of building solutions with natural language models Excellent Python ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-symbioun-technologies-pvt-ltd-1404638031?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Symbioun Technologies Pvt LtdNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Corning Incorporated,"Corning, NY, US",Machine Learning Modeling Engineer,2019-07-04,"Corning's Manufacturing, Technology and Engineering division (MTE) is recognized as the leader in engineering excellence & innovative ...",https://www.linkedin.com/jobs/view/machine-learning-modeling-engineer-at-corning-incorporated-1356249599?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Corning IncorporatedCorning, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Logistics and Supply Chain, Chemicals, Consumer Goods"
Zealogics LLC,"New York City, NY, US",Machine Learning/Deep Learning Engineer,2019-07-23,"Experience in feature extraction/ selection, classifier design is essential; Solid experience in C#, C/C++ programming; Knowledge in ...",https://www.linkedin.com/jobs/view/machine-learning-deep-learning-engineer-at-zealogics-llc-1389699208?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zealogics LLCNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Memorial Sloan Kettering Cancer Center,"New York City, NY, US",Machine Learning Engineer,2019-06-19,"Phd. in Computer Science, Mathematics or related STEM field with 2+ years of research experience or MS in related quantitative field with...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-memorial-sloan-kettering-cancer-center-1372388623?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Memorial Sloan Kettering Cancer CenterNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Health, Wellness and Fitness, Hospital & Health Care"
Ribbon,"New York City, NY, US",Machine Learning Engineer,2019-06-19,Work closely with product engineering to generate datasets based off of Ribbon product activity and propose new product features to ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ribbon-1371244346?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"RibbonNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Real Estate
Buxton Consulting,"New York City, NY, US",Machine Learning Engineer,2019-07-17,Someone who can take it to the production support and heavy on Kubernetes. Who knows Machine learning models and who can serve Python. ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-buxton-consulting-1405105677?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Buxton ConsultingNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Computer & Network Security"
Teach For America,"New York City, NY, US",AI & Machine Learning Engineer - New York,2019-07-02,"Are you passionate about Artificial Intelligence/Machine Learning, have coding experience and are looking for more progression & autonomy...",https://www.linkedin.com/jobs/view/ai-machine-learning-engineer-new-york-at-teach-for-america-1353040139?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Teach For AmericaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Nonprofit Organization Management, Education Management"
7N,"New York City, NY, US",Machine Learning Engineer,2019-07-26,On behalf of a client we are looking for a Machine Learning Engineer who wants to be a part of developing a new enterprise solution that ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-7n-1403760516?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"7NNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
Proprius LLC,"New York City, NY, US",Senior Machine Learning Engineer,2019-07-30,"Originally a facial recognition company, this organization is constantly innovating and now looking for a Lead Machine Learning Engineer ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-proprius-llc-1402634446?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Proprius LLCNew York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
AIG,"New York City, NY, US",Machine Learning Engineer,2019-05-19,"What We Are Looking For. An ideal candidate (is not required to, but) will also have: Through a wide variety of programs and initiatives,...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-aig-1322432867?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AIGNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Human Resources, Insurance, Financial Services"
CitiusTech,"Manhattan, NY, US",Principal Data Scientist / Applied Machine Learning Engineer,2019-06-25,Experience building predictive models allows you to clearly determine team size and scope work needed to accomplish business goals. 5+ ...,https://www.linkedin.com/jobs/view/principal-data-scientist-applied-machine-learning-engineer-at-citiustech-1383309389?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CitiusTechManhattan, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
"AlphaSense, Inc.","New York City, NY, US",Machine Learning Engineer - AI Research,2019-03-20,"Our mission is to curate and summarize the world's business knowledge, including the vast high-value content sets that traditional web ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-ai-research-at-alphasense-inc-1168794234?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AlphaSense, Inc.New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Origin Multilingual -Europe's Leading Language Recruiter!,"New York City, NY, US",Lead Machine Learning Engineer,2019-07-05,"The ideal candidate will have experience working on a range of optimization problems in a production environment, such as click-through ...",https://www.linkedin.com/jobs/view/lead-machine-learning-engineer-at-origin-multilingual-europe-s-leading-language-recruiter%21-1402898768?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Origin Multilingual -Europe's Leading Language Recruiter!New York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
The Spoke,"New York City, NY, US",Machine Learning Engineer,2019-06-01,We are looking for exceptional engineers to join our team and implement various ML and NLP technologies. Spoke’s mission is to change ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-the-spoke-1343820854?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The SpokeNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Zume Inc.,"Seattle, WA, US",Machine Learning Engineer - Platform,2019-07-30,We’re looking for an experienced Machine Learning Engineer to own our Science and Modeling platform. Experience with Google Cloud ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-platform-at-zume-inc-1344486055?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zume Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Core Scientific,"Bellevue, Washington",Machine Learning Software Engineer,2019-08-01,"Experience working with cloud infrastructure like Kubernetes, CloudStack, Docker, Helm. Partner with front-end engineers on orchestration...",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-core-scientific-1354100714?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Core ScientificBellevue, Washington 
 
Building a startup that is focused exclusively on two hypergrowth industries, blockchain and artificial intelligence, is truly exciting and game changing. The reality is Core Scientific is a hypergrowth startup and it just isn’t for everyone. Unapologetically, we work hard, run hard, keep bureaucracy to a minimum and hold ourselves accountable in our quest to build something special. If these things interest you, you are at the right place.  
We are a group of product visionaries, talented engineers, and customer-obsessed inventors who tackle the world’s most complex deep learning, artificial intelligence challenges in order to deliver best-in-class infrastructure and software solutions. Our solutions enable companies to host and monitor their blockchain or AI hardware, optimize blockchain mining, run complex AI, render jobs at scale, and get the best ROI on their hardware.  
Our cutting-edge engineers create disruptive real-world applications to realize the promise of nascent blockchain technology and provide highly secure and feature rich solutions for our customers. We leverage the most advanced deep learning neural networks, based on best-in-class sentiment analysis and market analytics.  
We are a startup with a strong impetus to innovate, drive end to end ownership and meet critical business goals. You get to rub shoulders daily with outstanding software, hardware and embedded engineers, data scientists, UX designers and the executive leadership team in an environment of high-speed learning and professional development. Our employees thrive in a unique team environment where energy, creativity, and collaboration drive innovation.  
Core Scientific isn’t for the faint of heart. It requires smart, creative, collaborative teams who work hard and fast. If this appeals to you, you will thrive here and be a part of something special.  
Join Core Scientific and be a history-maker.  
Your Skills:   
Your Impact:   
",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Engineer,2019-07-22,"Deploying models to production Skills. The goal is to lead the processes from infrastructure config to data collection, cleaning, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-trc-staffing-services-inc-1387281914?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Staffing and Recruiting, Financial Services"
Porch,"Seattle, WA, US",Machine Learning Engineer,2019-07-06,"What You Will Do. You should have extensive experience with building scalable software, debugging complex parallel systems, and ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-porch-1379011836?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PorchSeattle, WA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Consumer Services, Real Estate"
Compass /,"Seattle, WA, US",Machine Learning Engineer,2019-06-13,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-compass-1362462529?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Compass /Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Unity Technologies,"Bellevue, WA, US","Senior Machine Learning Engineer, Machine Learning Graphics",2019-07-30,"Unity is the creator of the world’s most widely-used real-time 3D (RT3D) development platform, providing content creators around the ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-machine-learning-graphics-at-unity-technologies-1389266992?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Unity TechnologiesBellevue, WA, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Zillow Group,"Seattle, WA, US",Machine Learning Engineer,2019-07-27,"Get to know us. You’ll work in an informal, fun, collaborative atmosphere with a dynamic team with a diverse range of interests and skills.",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-zillow-group-1385110359?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zillow GroupSeattle, WA, US 
",Not Applicable,Full-time,Information Technology,"Real Estate, Internet"
Amazon,"Seattle, WA, US",Machine Learning Engineer,2019-07-27,"We empower brands of all shapes and sizes to attract shoppers in the research and consideration phases of their shopping journey, through...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-amazon-1383692659?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Information Technology, Consulting, Engineering","Computer Software, Information Technology and Services, Internet"
Johnson & Johnson,"Seattle, WA, US",Senior Machine Learning Engineer,2019-07-18,"The Data and Analytics group is building strong ML capabilities to solve many health care use cases from predicting drug quality, ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-johnson-johnson-1335967271?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Johnson & JohnsonSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Hospital & Health Care, Medical Devices, Pharmaceuticals"
eBay,"Bellevue, WA, US",Machine Learning Engineer,2019-07-10,"Kijiji, Gumtree, Marktplaats, eBay Classifieds, and others that offer online classifieds and help people find whatever they are looking ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ebay-1348366384?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eBayBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Internet
Apple,"Seattle, WA, US",Machine Learning Engineer,2019-07-29,We are looking for engineers with a passion for using machine learning to create intelligent applications. We are looking for new ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-apple-1344389483?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AppleSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Consumer Electronics
Dropbox,"Seattle, WA, US",Machine Learning Engineer,2019-07-20,"Dropbox is looking for Machine Learning Engineers with an academic or practical background in machine learning, ideally with experience ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-dropbox-1384105851?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DropboxSeattle, WA, US 
Dropbox is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 500 million registered users across more than 180 countries, our mission is to unleash the world’s creative energy by designing a more enlightened way of working. Headquartered in San Francisco, CA, Dropbox has more than 12 offices around the world.  
Our Engineering team is working to simplify the way people work together. They’re building a family of products that handle over a billion files a day for people around the world. With our broad mission and massive scale, there are countless opportunities to make an impact. 
 
Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland). 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services, Internet"
CenterCard,"Bellevue, WA, US",Machine Learning Software Engineer,2019-05-14,"We are looking for an engineer that is creative, talented and passionate about releasing developer-facing frameworks to contribute to new...",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-centercard-1261254438?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CenterCardBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
"Logic20/20, Inc.","Seattle, WA, US",Machine Learning Engineer(s),2018-10-24,Logic20/20 is seeking a Machine Learning Engineers who will be part of a team that leads the way in bringing artificial intelligence and ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-s-at-logic20-20-inc-960163474?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Logic20/20, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Loftium,"Seattle, Washington, United States",Machine Learning Engineer,2019-07-16,"We're looking for a talented, experienced ML engineer to help us scale quickly, smartly and nimbly. Who we're looking for: Bonus: ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-loftium-1270490342?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LoftiumSeattle, Washington, United States 
 
About the role 
Machine learning is core to our business, driving everything from our long-term and short-term rental income prediction algorithms to our revenue optimization algorithms and our properties acquisition pipeline. We're looking for a talented, experienced ML engineer to help us scale quickly, smartly and nimbly. This role offers a unique opportunity to join an amazing team and grow your career as quickly as Loftium scales.This role reports to our Head of Machine Learning. 
 
Responsibilities: 
 
Who we're looking for: 
You have some experience with: 
 
***Visa sponsorship currently not available*** 
",Mid-Senior level,Full-time,"Engineering, Information Technology, Research","Real Estate, Financial Services, Information Technology and Services"
Expedia Group,"Bellevue, WA, US",Machine Learning Engineer II,2019-07-13,Expedia Enterprise Risk & Security (ERS) group is focused on a single mission to protect Expedia Group from financial loss and brand damage.,https://www.linkedin.com/jobs/view/machine-learning-engineer-ii-at-expedia-group-1370251362?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Expedia GroupBellevue, WA, US 
 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Computer Software, Information Technology and Services, Leisure, Travel & Tourism"
Twitter,"Seattle, WA, US",Sr. Machine Learning Engineer - Home Timeline,2019-07-29,You’re experienced solving large scale relevance problems and comfortable doing incremental quality work while building brand new ...,https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-home-timeline-at-twitter-1388360341?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TwitterSeattle, WA, US 
",Associate,Full-time,Engineering,Internet
Urban Compass,"Seattle, WA, US",Machine Learning Engineer,2019-04-26,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-urban-compass-1282262221?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Urban CompassSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Square,"Seattle, WA, US","Machine Learning Engineer, Knowledge Platform",2019-07-15,The ideal candidate will have industry experience in solving and optimizing large-scale machine learning problems. We are looking for ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-knowledge-platform-at-square-1355509179?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SquareSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Internet, Financial Services"
DocuSign,"Seattle, WA, US",Machine Learning Engineer,2019-07-07,"DocuSign is looking for a passionate, talented, and inventive machine learning engineer to help build industry-leading machine learning ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-docusign-1395369485?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DocuSignSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Computer Software
Nordstrom,"Seattle, WA, US",Engineer - Machine Learning Platform,2019-07-25,"You own this if you have…. Experience in Deploying, maintaining and building apps on distributed stream processing engines such as Storm...",https://www.linkedin.com/jobs/view/engineer-machine-learning-platform-at-nordstrom-1376776146?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"NordstromSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Retail, Financial Services"
Snap Inc.,"Seattle, WA, US","Machine Learning Engineer, Perception",2019-07-21,"We’re looking for a Machine Learning Engineer to join our Perception team at Snap Inc! Working from our New York City or Seattle office,...",https://www.linkedin.com/jobs/view/machine-learning-engineer-perception-at-snap-inc-1364696194?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Snap Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Qualtrics,"Seattle, WA, US",iQ Machine Learning Engineer - Seattle,2019-07-19,We are looking for engineers to bring our Machine Learning and Artificial Intelligence R&D and strategy to the next level. The Qualtrics ...,https://www.linkedin.com/jobs/view/iq-machine-learning-engineer-seattle-at-qualtrics-1362629345?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"QualtricsSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
1872 Consulting,"Bellevue, WA, US",Machine Learning Engineer,2019-07-17,"Experience working with cloud infrastructure like Kubernetes, CloudStack, Docker, Helm. Programming experience with Python, Go, C or Java.",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-1872-consulting-1405118679?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"1872 ConsultingBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Staffing and Recruiting, Computer Games"
Facebook,"Seattle, WA, US",Machine Learning Engineer (Conversational AI Group),2019-07-26,"The ideal candidate will have a strong background in developing Dialog systems, a strong knowledge of ML, NLP and neural networks, and ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-conversational-ai-group-at-facebook-1380821255?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Internet
Research Innovations Incorporated,"Alexandria, Virginia",Big Data Machine Learning Engineer,2019-07-11,WHAT YOU WILL BE DOING. WHAT YOU HAVE DONE. Our team is currently seeking high-quality contributors for a variety of positions in the ...,https://www.linkedin.com/jobs/view/big-data-machine-learning-engineer-at-research-innovations-incorporated-1367751020?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Research Innovations IncorporatedAlexandria, Virginia 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
RII develops cutting-edge software for the government and military.  We use agile development practices and user-centered design to create innovative software solutions for complex real-world problems.  We're breaking through the big, slow status quo with transformative technology that fundamentally changes and improves the world.  
   
Our team is currently seeking high-quality contributors for a variety of positions in the Northern Virginia area.  Our projects include developing complex, web client server applications; developing mobile device applications and prototypes; developing Big Data and machine learning solutions; architecting and prototyping complex distributed command and control network applications.  
   
If you are a sharp, experienced engineer with demonstrated capabilities in implementing machine learning and analytical solutions on Big Data stacks we want to hear from you.  Joining RII not only provides unique challenges and opportunities, it also directly and positively impacts many of our Defense and Homeland Security end users.  
   
WHAT YOU WILL BE DOING  
   
WHAT YOU HAVE DONE  
   
   
EVEN BETTER  
   
US Citizenship required. Candidates must be clearable to Secret, desired TS/SCI.  
Active clearance not required to apply.  
   
Research Innovations, Inc. is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national, origin, disability status, protected veteran status, or any other characteristic protected by law. 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Information Technology and Services, Defense & Space, Computer Software"
