company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
Darwin Recruitment,Greater New York City Area,Senior Data Scientist,2019-07-30,"In short, they are looking for someone to work independently alongside several of their experienced Data Scientists who are building end ...",https://www.linkedin.com/jobs/view/senior-data-scientist-at-darwin-recruitment-1355200219?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Darwin RecruitmentGreater New York City Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
REMOTE OPPORTUNITY * REMOTE OPPORTUNITY * REMOTE OPPORTUNITY  
  
Our client, a Boston start-up consultancy who specialize in bespoke projects within the retail space is looking for a Senior Data Scientist.   
  
This team has become a point of focus for the entire organization is one that puts huge value on turning both small, sparse and massive data into actionable insights with measurable improvements to their customer's bottom line.   
  
In short, they are looking for someone to work independently alongside several of their experienced Data Scientists who are building end to end Machine Learning models using a variety of of the latest techniques.    
  
The role can be flexible on location, technically the focus will be on building out in-house capabilities focussed on machine learning with the vision of bringing the product to market in the future, reinforcement learning will be a point of emphasis.   
Skills required:  
Solid experience working with any of the major cloud platforms, preferably GCP.  
Experience working in the Retail, eCommerce or similar domains  
Proven background leading projects/teams would be a huge plus  
  
Package includes:  
   
",Mid-Senior level,Full-time,"Engineering, Information Technology, Research","Information Technology and Services, Computer Software, Financial Services"
BAMM,"Manhattan, New York, United States",Data Scientist,2019-07-16,"We’re looking for an ambitious data and statistics specialist, with 2-3 years’ experience, who’s eager to apply data science ...",https://www.linkedin.com/jobs/view/data-scientist-at-bamm-1334241544?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BAMMManhattan, New York, United States 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
In order to be considered for this position please send a copy of your CV/Resume and Cover Letter, along with two professional references to jobs@bammnewyork.com. The deadline to apply is August 16th, 2019. 
 
About BAMM: 
Based in NYC and London, BAMM fuels Brand Momentum by pushing at the boundaries of research – developing new methodologies, speaking with unexpected people, asking surprising questions and incorporating the latest technology into our work. We draw from a deep appreciation of commercial strategy, the latest thinking on marketing and the social sciences. 
 
Your Role: 
BAMM has an opportunity for a Data Scientist to join our growing New York office. We’re looking for an ambitious data and statistics specialist, with 2-3 years’ experience, who’s eager to apply data science approaches to big, strategic insights projects for the world’s leading brands, and for the freedom and support to help us build a robust, innovative, industry-leading data science practice. 
This role offers the opportunity to work across big brands on big strategic questions, and to work with a collaborative, multi-disciplinary team of ethnographers, photojournalists, cultural anthropologists, survey builders, behavioral scientists, and strategists.  
We’re looking for candidates who have the energy and desire to innovate, who want a new set of client challenges to solve, and who are interested in combining data-led techniques with leading edge ethnography and behavioral science. We will provide the space, support and culture to help ensure success. 
 
Your Responsibilities:  
 
Qualified candidates will have: 
 
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. 
",Entry level,Full-time,"Engineering, Information Technology",Research
Sprinklr,"New York City, NY, US",Data Scientist,2019-07-27,"We focus on our mission: We believe social technology is the future of customer-brand relations across all departments, and we seek to ...",https://www.linkedin.com/jobs/view/data-scientist-at-sprinklr-1397602359?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"SprinklrNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Information Technology and Services, Computer Software"
Aliya Financial Technologies & Analytics,"New York City, NY, US",Data Scientist,2019-07-09,We are looking for data scientist that are capable of helping with the design of systems that can grow and maintain Aliya’s competitive ...,https://www.linkedin.com/jobs/view/data-scientist-at-aliya-financial-technologies-analytics-1363605569?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Aliya Financial Technologies & AnalyticsNew York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Computer Software, Banking, Financial Services"
"Pivotal Software, Inc.","New York City, NY, US",Data Scientist,2019-07-02,"We’re looking for the kind of person who will try and solve a problem on their own first, but isn't afraid to ask for help or say “I ...",https://www.linkedin.com/jobs/view/data-scientist-at-pivotal-software-inc-1358114542?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pivotal Software, Inc.New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Civis Analytics,"New York City, NY, US",Data Scientist,2019-06-26,The political R&D group is seeking a Data Scientist to join our team of data scientists and strategists in New York City. If you're ...,https://www.linkedin.com/jobs/view/data-scientist-at-civis-analytics-1386361681?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Civis AnalyticsNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Biotechnology
Prognos,"New York City, NY, US",Data Scientist,2019-06-25,"Go above and beyond. We are looking for a hands on (IC) Data Scientist to join the team, and help us move this mission-critical task ...",https://www.linkedin.com/jobs/view/data-scientist-at-prognos-1335401490?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PrognosNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Hospital & Health Care"
Meetup,"New York City, NY, US",Data Scientist,2019-06-25,"At Meetup, we've made it our mission to empower personal growth through real human connections because we see a future built on deep ...",https://www.linkedin.com/jobs/view/data-scientist-at-meetup-1335169179?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MeetupNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
TripleLift,"New York City, NY, US",Data Scientist,2019-06-20,TripleLift is seeking an experienced data scientist to join our team full time. We believe that by recreating the advertising experience ...,https://www.linkedin.com/jobs/view/data-scientist-at-triplelift-1372627451?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TripleLiftNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Facebook,"New York City, NY, US","Data Scientist, Analytics, Intern",2019-07-26,The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Facebook's mission is to ...,https://www.linkedin.com/jobs/view/data-scientist-analytics-intern-at-facebook-1385108794?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookNew York City, NY, US 
",Internship,Full-time,"Engineering, Information Technology",Internet
"Yoh, A Day & Zimmermann Company","New York City, NY, US",Data Scientist,2019-07-04,We are looking for data scientist that are capable of helping with the design of systems that can grow and maintain the company's ...,https://www.linkedin.com/jobs/view/data-scientist-at-yoh-a-day-zimmermann-company-1332561900?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Yoh, A Day & Zimmermann CompanyNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Staffing and Recruiting
Publicis Media,"New York City, NY, US",Data Scientist,2019-06-29,"We’re looking for relevant academic, research or work experience, which typically includes: To help with this, we’re looking for an ...",https://www.linkedin.com/jobs/view/data-scientist-at-publicis-media-1348607629?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Publicis MediaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Better Mortgage,"New York City, NY, US",Data Scientist,2019-06-18,No one here gives up. Help us hack a thirteen trillion dollar industry by building a product that will allow more people than the status ...,https://www.linkedin.com/jobs/view/data-scientist-at-better-mortgage-1370203622?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Better MortgageNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Financial Services
ARF,"Manhattan, NY, US",Data Scientist,2019-07-20,The Advertising Research Foundation (ARF) is seeking data scientists with one to three years of experience to conduct primary research in...,https://www.linkedin.com/jobs/view/data-scientist-at-arf-1383254263?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ARFManhattan, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Online Media, Events Services"
Attune ,"New York City, NY, US",Data Scientist,2019-07-23,We don't require experience with deep learning or with tools for working with massive data sets. 2-5 years of experience working in an ...,https://www.linkedin.com/jobs/view/data-scientist-at-attune-1389884631?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Attune New York City, NY, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Computer Software, Insurance, Financial Services"
Intent Media,"New York City, NY, US",Data Scientist,2019-07-22,"Significant industry experience in several of the following areas: personalized experiences, big data analytics, implementing machine ...",https://www.linkedin.com/jobs/view/data-scientist-at-intent-media-1387289843?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Intent MediaNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Biotechnology
ConsultAdd Inc,"New York City, NY, US",Data Scientist,2019-08-03,"We’re Looking For Someone With 5-7 Years Of Experience Manipulating Data Sets And Building Statistical Models, Has a Master’s Or PHD In...",https://www.linkedin.com/jobs/view/data-scientist-at-consultadd-inc-1410043007?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ConsultAdd IncNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
Bardess Group Ltd,"New York City, NY, US",Data Scientist,2019-07-12,"We are looking for individuals with advanced skills in data science and machine learning, and minimum 2-3 years’ experience as a data ...",https://www.linkedin.com/jobs/view/data-scientist-at-bardess-group-ltd-1369388786?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Bardess Group LtdNew York City, NY, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Simon and Schuster,"New York City, NY, US",Data Scientist - Data Engineer,2019-06-27,Experience in developing and maintaining SQL databases and writing SQL queries; NoSQL (MongoDB) experience preferred but not required. ...,https://www.linkedin.com/jobs/view/data-scientist-data-engineer-at-simon-and-schuster-1341493309?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Simon and SchusterNew York City, NY, US 
",Entry level,Contract,"Engineering, Information Technology","Marketing and Advertising, Publishing, Consumer Goods"
Viacom,"New York City, NY, US",Junior Data Scientist,2019-06-28,"The ideal candidate will also help generate solutions for ongoing projects, involving some of the industry’s most challenging ...",https://www.linkedin.com/jobs/view/junior-data-scientist-at-viacom-1368777345?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ViacomNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Entertainment, Media Production, Online Media"
Function of Beauty,"New York City, NY, US",Data Scientist,2019-07-16,We are looking for someone with a strong business mindset and proven advanced analytical skills. You are an expert with MySQL and have ...,https://www.linkedin.com/jobs/view/data-scientist-at-function-of-beauty-1374880370?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Function of BeautyNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Cosmetics
Pivotal Labs,"New York City, NY, US",Data Scientist,2019-07-06,"We're looking for the kind of person who will try and solve a problem on their own first, but isn't afraid to ask for help or say ""I ...",https://www.linkedin.com/jobs/view/data-scientist-at-pivotal-labs-1361617640?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Pivotal LabsNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Hinge,"New York City, NY, US",Data Scientist,2019-06-25,2+ years of experience as a data scientist or quantitative researcher. Experience with product analytics and A/B testing. Hinge is on a ...,https://www.linkedin.com/jobs/view/data-scientist-at-hinge-1384111238?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"HingeNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Internet
CLEAR (clearme.com),"New York City, NY, US",Data Scientist,2019-06-22,What You Will Do. We're seeking an innovative and results-oriented Data Scientist to identify actionable insights throughout our business.,https://www.linkedin.com/jobs/view/data-scientist-at-clear-clearme-com-1333316788?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CLEAR (clearme.com)New York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Whitepages,"Seattle, WA, US",Data Scientist,2019-08-03,"Programming skills with Python, R or Scala, or relevant programming language, as well as experience querying and working with large data ...",https://www.linkedin.com/jobs/view/data-scientist-at-whitepages-1250488278?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"WhitepagesSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
"LanceSoft, Inc.","Bellevue, Washington",Data Scientist,2019-08-02,You will work on building/optimizing models and algorithms for enhancing product performance and customer experience. You have experience...,https://www.linkedin.com/jobs/view/data-scientist-at-lancesoft-inc-1380438847?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LanceSoft, Inc.Bellevue, Washington 
 
",Mid-Senior level,Contract,"Marketing, Information Technology","Information Technology and Services, Retail, Marketing and Advertising"
"Fanatics, Inc.","Seattle, WA, US",Senior Data Scientist,2019-08-02,Our team is looking for strong and enthusiastic data scientist with domain knowledge of supply chain process to join us. Our tech teams ...,https://www.linkedin.com/jobs/view/senior-data-scientist-at-fanatics-inc-1396399631?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Fanatics, Inc.Seattle, WA, US 
",Associate,Full-time,Other,"Marketing and Advertising, Consumer Goods, Retail"
Facebook,"Seattle, WA, US","Data Scientist, Analytics, Intern",2019-07-26,The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Facebook's mission is to ...,https://www.linkedin.com/jobs/view/data-scientist-analytics-intern-at-facebook-1385109682?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FacebookSeattle, WA, US 
",Internship,Full-time,"Engineering, Information Technology",Internet
DLVR,"Seattle, WA, US",Data Scientist,2019-07-24,The ideal candidate has at least 3-5 years of experience as well as the ability and drive to lead this function in their next role. ...,https://www.linkedin.com/jobs/view/data-scientist-at-dlvr-1390530617?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DLVRSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Big Cloud,Greater Seattle Area,Data Scientist,2019-07-31,"They are seeking to recruit a Data Scientist. Big Data / real-time data processing platform experience (Spark, Hadoop, Flink, etc) Are ...",https://www.linkedin.com/jobs/view/data-scientist-at-big-cloud-1403947010?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Big CloudGreater Seattle Area 
 
Are you a Data Scientist with client facing experience? Can you design and deliver machine learning solutions to clients? Do you want to work or one of the hottest AI companies?  
   
One of the worlds most successful AI companies is expanding their customer facing solutions and services practice. They are seeking to recruit a Data Scientist.  
   
You'll be responsible for managing client data science projects including; demonstrations, developong proof of concepts, managing success criteria and training users.  
   
Other responsibilities will include:  
  
You'll have…  
  
Ideally…  
",Mid-Senior level,Full-time,"Information Technology, Engineering",Computer Software
Invitae,"Seattle, WA, US",Product Data Scientist,2019-07-30,What You Will Do. The experience team works cross-functionally to help achieve Invitae’s mission. As a Data Scientist (Experience) at ...,https://www.linkedin.com/jobs/view/product-data-scientist-at-invitae-1389220720?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"InvitaeSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Biotechnology
FRONTGATE,"Seattle, WA, US",Data Scientist,2019-06-19,"Qurate Retail Group combines the best of retail, media and social to curate products, experiences, conversations and communities for ...",https://www.linkedin.com/jobs/view/data-scientist-at-frontgate-1329376963?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"FRONTGATESeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Retail"
University of Washington,"Seattle, WA, US",Data Scientist,2019-06-18,"The ideal candidate will have expertise in one or more areas related to data science (machine learning, statistics, databases, ...",https://www.linkedin.com/jobs/view/data-scientist-at-university-of-washington-1329080771?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"University of WashingtonSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Nonprofit Organization Management, Hospital & Health Care"
Seattle Cancer Care Alliance,"Seattle, WA, US",Data Scientist,2019-06-15,"The Data Scientist will join this growing team of innovative, results-oriented and collaborative professionals who employ advanced ...",https://www.linkedin.com/jobs/view/data-scientist-at-seattle-cancer-care-alliance-1348363625?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Seattle Cancer Care AllianceSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Nonprofit Organization Management, Health, Wellness and Fitness, Hospital & Health Care"
Spectraforce Technologies,"Bellevue, WA, US",Data Scientist,2019-07-11,Past experiences developing online algorithms used for driving customer behavior Knowledge and ability to query and utilize multiple ...,https://www.linkedin.com/jobs/view/data-scientist-at-spectraforce-technologies-1369236743?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Spectraforce TechnologiesBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Financial Services, Hospital & Health Care"
Protingent,"Redmond, WA, US",Data Scientist,2019-06-12,"Experience with statistical analysis and algorithm development, data mining, and machine learning. Excellent communication and ...",https://www.linkedin.com/jobs/view/data-scientist-at-protingent-1346013305?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ProtingentRedmond, WA, US 
",Entry level,Contract,"Engineering, Information Technology","Electrical/Electronic Manufacturing, Information Technology and Services, Computer Software"
Xevo Inc.,"Bellevue, WA, US",Data Scientist,2019-06-08,"The ideal candidate understands human behavior and supports their findings with data. Utilizing data science, machine learning, ...",https://www.linkedin.com/jobs/view/data-scientist-at-xevo-inc-1307858668?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Xevo Inc.Bellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Amazon,"Seattle, WA, US",Data Scientist,2019-08-01,"We are looking for a dynamic, resourceful, and organized Data Scientist to develop the right data-driven solutions to drive innovation ...",https://www.linkedin.com/jobs/view/data-scientist-at-amazon-1406205576?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services, Internet"
Microsoft,"Redmond, WA, US",Data Scientist,2019-08-02,We are seeking an experienced Data Scientist to help us grow and modernize our clean software classifications. 2 years of professional ...,https://www.linkedin.com/jobs/view/data-scientist-at-microsoft-1396788070?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MicrosoftRedmond, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Hardware, Computer Software, Information Technology and Services"
"TRC Staffing Services, Inc.","Seattle, WA, US",Data Scientist,2019-07-22,2+ years of experience in operations or a forecasting environment. 2+ years of Data Science or Analytics work experience. A Data ...,https://www.linkedin.com/jobs/view/data-scientist-at-trc-staffing-services-inc-1387282220?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Staffing and Recruiting, Financial Services"
Lyft,"Seattle, WA, US",Data Scientist,2019-07-11,"We are looking for scientists to build experimentation and performance monitoring frameworks for forecast models, as well as perform deep...",https://www.linkedin.com/jobs/view/data-scientist-at-lyft-1349678746?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LyftSeattle, WA, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Construction, Information Technology and Services, Computer Software"
Oculus VR,"Redmond, WA, US",Data Scientist,2019-05-24,Understanding our users is a crucial part of our mission of creating the future of AR/VR technology. 2+ years of experience in scripting ...,https://www.linkedin.com/jobs/view/data-scientist-at-oculus-vr-1327356868?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Oculus VRRedmond, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Retail
Unity Technologies,"Bellevue, WA, US",Data Scientist,2019-08-02,We are looking for a Data Scientist to join our centralized data science team that supports multiple products and teams at Unity. Unity ...,https://www.linkedin.com/jobs/view/data-scientist-at-unity-technologies-1396748728?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Unity TechnologiesBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Amazon Web Services (AWS),"Seattle, WA, US",Data Scientist,2019-07-22,"We are looking for a data scientist with expertise and passion for analyzing data, designing and building predictive and decision models,...",https://www.linkedin.com/jobs/view/data-scientist-at-amazon-web-services-aws-867174173?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Amazon Web Services (AWS)Seattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services, Internet"
Expedia Group,"Bellevue, WA, US",Data Scientist,2019-08-02,"Hands on experience in machine learning, building datasets, selecting and engineering features, building and optimizing algorithms; 3+ ...",https://www.linkedin.com/jobs/view/data-scientist-at-expedia-group-1396719494?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Expedia GroupBellevue, WA, US 
",Associate,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services, Leisure, Travel & Tourism"
Moss Adams,"Seattle, WA, US",Data Scientist,2019-07-23,The ideal candidate should be comfortable working with department leaders and partners across the firm to help optimize our client ...,https://www.linkedin.com/jobs/view/data-scientist-at-moss-adams-1389971309?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Moss AdamsSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Accounting
Rover.com,"Seattle, WA, US",Associate Data Scientist,2019-06-27,"Founded in 2011 on the belief that everyone should have the opportunity to experience the unconditional love of a dog, Rover improves and...",https://www.linkedin.com/jobs/view/associate-data-scientist-at-rover-com-1345651399?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Rover.comSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Deloitte,"Seattle, WA, US",Senior Data Scientist,2019-07-22,"What You Will Be Doing. Because this is a senior role, we are looking for candidates that can carry out research in an autonomous fashion...",https://www.linkedin.com/jobs/view/senior-data-scientist-at-deloitte-1370617053?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DeloitteSeattle, WA, US 
",Not Applicable,Full-time,Other,"Accounting, Information Technology and Services, Management Consulting"
VelvetJobs,"Seattle, WA, US",Data Scientist,2019-07-17,The ideal candidate should be comfortable working with department leaders and partners across the firm to help optimize our client ...,https://www.linkedin.com/jobs/view/data-scientist-at-velvetjobs-1358325227?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VelvetJobsSeattle, WA, US 
",Mid-Senior level,Full-time,Other,Financial Services
ManTech,"Herndon, VA, US",Data Scientist Engineer,2019-08-01,"Currently, ManTech is seeking a motivated, mission oriented Data Scientist Engineer in the Herndon, Virginia area, with strong Customer ...",https://www.linkedin.com/jobs/view/data-scientist-engineer-at-mantech-1406004946?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ManTechHerndon, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
Jobspring Partners,Washington D.C. Metro Area,Data Scientist,2019-07-29,Specifically this company is looking for a Senior Data Scientist with at least 5 years of working experience with Python and Big Data ...,https://www.linkedin.com/jobs/view/data-scientist-at-jobspring-partners-1296675508?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobspring PartnersWashington D.C. Metro Area 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
 
Fortune 5 company in Reston, Virginia is looking for a new Data Scientist to add to their team! This Fortune 5 Company has been creating software applications to revolutionize the online retail industry. Specifically this company is looking for a Senior Data Scientist with at least 5 years of working experience with Python and Big Data tools to join the analytics team. Candidates will be working with the most cutting edge technology and will be part of a team that will continue to impact the news industry in a positive way. This full-time position offers competitive pay and amazing benefits.  
  
Required Skills & Experience  
Preferred Education & Experience  
Benefits & Perks  
",Mid-Senior level,Full-time,"Information Technology, Engineering, Science","Computer Software, Computer & Network Security, Computer Hardware"
Brillient Corporation,"Silver Spring, Maryland, United States",Data Scientist,2019-07-31,"Brillient is seeking an experienced Data Scientist to join our team supporting a federal contract in Silver Spring, MD. Knowledge and ...",https://www.linkedin.com/jobs/view/data-scientist-at-brillient-corporation-1404649073?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Brillient CorporationSilver Spring, Maryland, United States 
Brillient is seeking an experienced Data Scientist to join our team supporting a federal contract in Silver Spring, MD.  
  
We have an immediate need for a Data Scientist to our government client’s data science workstream including data aggregation and analytic projects to support both regulatory review and regulatory science. The employee should have significant expertise in data science. 
 
 JOB DESCRIPTION: 
 
EXPERIENCE REQUIREMENT:  
 
This position requires U.S. Citizenship or a permanent resident and the ability to obtain and maintain a Government public trust level security clearance. Candidates must have lived in the United States for at least three out of the past five years prior to your application date. You will also meet the residency qualifications if you lived abroad while on government or military duty or if you were a dependent of a federal employee of military member. 
",Director,Full-time,"Information Technology, Consulting","Management Consulting, Information Technology and Services"
Booz Allen Hamilton,"McLean, VA, US",Data Scientist,2019-08-02,"You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared ...",https://www.linkedin.com/jobs/view/data-scientist-at-booz-allen-hamilton-1407479259?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Booz Allen HamiltonMcLean, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
