company,location,title,post_date,description,url,full_desc,seniority_level,employment_type,job_function,industries
AIG,"New York City, NY, US",Machine Learning Engineer,2019-05-19,"What We Are Looking For. An ideal candidate (is not required to, but) will also have: Through a wide variety of programs and initiatives,...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-aig-1322432867?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AIGNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Human Resources, Insurance, Financial Services"
Urbint,"New York City, NY, US",Senior Machine Learning Engineer,2019-04-17,We are seeking a Senior ML Engineer to solve some of our hardest technical challenges. Mission Driven - Some companies use AI to serve ...,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-urbint-1260416778?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"UrbintNew York City, NY, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
CitiusTech,"Manhattan, NY, US",Principal Data Scientist / Applied Machine Learning Engineer,2019-06-25,Experience building predictive models allows you to clearly determine team size and scope work needed to accomplish business goals. 5+ ...,https://www.linkedin.com/jobs/view/principal-data-scientist-applied-machine-learning-engineer-at-citiustech-1383309389?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CitiusTechManhattan, NY, US 
",Entry level,Full-time,"Engineering, Information Technology",Information Technology and Services
The Spoke,"New York City, NY, US",Machine Learning Engineer,2019-06-01,We are looking for exceptional engineers to join our team and implement various ML and NLP technologies. Spoke’s mission is to change ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-the-spoke-1343820854?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"The SpokeNew York City, NY, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
BNY Mellon,"New York City, NY, US",Principal Machine Learning Engineer,2019-07-08,The group is transforming itself into a data-centric organization and we are seeking strong technologists who can adapt to a dynamic and ...,https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-at-bny-mellon-1407449243?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"BNY MellonNew York City, NY, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Financial Services
Core Scientific,"Bellevue, Washington",Machine Learning Software Engineer,2019-08-01,"Experience working with cloud infrastructure like Kubernetes, CloudStack, Docker, Helm. Partner with front-end engineers on orchestration...",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-core-scientific-1354100714?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Core ScientificBellevue, Washington 
 
Building a startup that is focused exclusively on two hypergrowth industries, blockchain and artificial intelligence, is truly exciting and game changing. The reality is Core Scientific is a hypergrowth startup and it just isn’t for everyone. Unapologetically, we work hard, run hard, keep bureaucracy to a minimum and hold ourselves accountable in our quest to build something special. If these things interest you, you are at the right place.  
We are a group of product visionaries, talented engineers, and customer-obsessed inventors who tackle the world’s most complex deep learning, artificial intelligence challenges in order to deliver best-in-class infrastructure and software solutions. Our solutions enable companies to host and monitor their blockchain or AI hardware, optimize blockchain mining, run complex AI, render jobs at scale, and get the best ROI on their hardware.  
Our cutting-edge engineers create disruptive real-world applications to realize the promise of nascent blockchain technology and provide highly secure and feature rich solutions for our customers. We leverage the most advanced deep learning neural networks, based on best-in-class sentiment analysis and market analytics.  
We are a startup with a strong impetus to innovate, drive end to end ownership and meet critical business goals. You get to rub shoulders daily with outstanding software, hardware and embedded engineers, data scientists, UX designers and the executive leadership team in an environment of high-speed learning and professional development. Our employees thrive in a unique team environment where energy, creativity, and collaboration drive innovation.  
Core Scientific isn’t for the faint of heart. It requires smart, creative, collaborative teams who work hard and fast. If this appeals to you, you will thrive here and be a part of something special.  
Join Core Scientific and be a history-maker.  
Your Skills:   
Your Impact:   
",Mid-Senior level,Full-time,Information Technology,Information Technology and Services
Zillow Group,"Seattle, WA, US",Senior Machine Learning Engineer,2019-08-02,Get to know us. We are looking for a machine learning engineer that will build AI throughout our marketplace - everything from ...,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-zillow-group-1396385587?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zillow GroupSeattle, WA, US 
",Not Applicable,Full-time,Information Technology,"Real Estate, Internet"
"TRC Staffing Services, Inc.","Seattle, WA, US",Machine Learning Engineer,2019-07-22,"Deploying models to production Skills. The goal is to lead the processes from infrastructure config to data collection, cleaning, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-trc-staffing-services-inc-1387281914?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TRC Staffing Services, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Staffing and Recruiting, Financial Services"
Porch,"Seattle, WA, US",Machine Learning Engineer,2019-07-06,"What You Will Do. You should have extensive experience with building scalable software, debugging complex parallel systems, and ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-porch-1379011836?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"PorchSeattle, WA, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
",Entry level,Full-time,"Engineering, Information Technology","Construction, Consumer Services, Real Estate"
bidco,"Seattle, WA, US",Machine Learning Engineer,2019-08-04,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-bidco-1412385242?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"bidcoSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Design, Computer Software"
Johnson & Johnson,"Seattle, WA, US",Senior Machine Learning Engineer,2019-08-02,"The Data and Analytics group is building strong ML capabilities to solve many health care use cases from predicting drug quality, ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-johnson-johnson-1408175897?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Johnson & JohnsonSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology","Hospital & Health Care, Medical Devices, Pharmaceuticals"
Compass /,"Seattle, WA, US",Machine Learning Engineer,2019-06-13,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-compass-1362462529?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Compass /Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Qualtrics,"Seattle, WA, US",Principal Machine Learning Engineer,2019-08-02,"If you’re searching for a company that’s dedicated to your ideas and growth, recognizes your unique contribution, fills you with ...",https://www.linkedin.com/jobs/view/principal-machine-learning-engineer-at-qualtrics-1396716158?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"QualtricsSeattle, WA, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Unity Technologies,"Bellevue, WA, US","Senior Machine Learning Engineer, Machine Learning Graphics",2019-07-30,"Unity is the creator of the world’s most widely-used real-time 3D (RT3D) development platform, providing content creators around the ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-machine-learning-graphics-at-unity-technologies-1389266992?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Unity TechnologiesBellevue, WA, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Amazon,"Seattle, WA, US",Machine Learning Engineer,2019-07-27,"We empower brands of all shapes and sizes to attract shoppers in the research and consideration phases of their shopping journey, through...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-amazon-1383692659?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AmazonSeattle, WA, US 
",Not Applicable,Full-time,"Information Technology, Consulting, Engineering","Computer Software, Information Technology and Services, Internet"
eBay,"Bellevue, WA, US",Machine Learning Engineer,2019-07-10,"Kijiji, Gumtree, Marktplaats, eBay Classifieds, and others that offer online classifieds and help people find whatever they are looking ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ebay-1348366384?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"eBayBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology",Internet
Dropbox,"Seattle, WA, US",Machine Learning Engineer,2019-07-20,"Dropbox is looking for Machine Learning Engineers with an academic or practical background in machine learning, ideally with experience ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-dropbox-1384105851?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DropboxSeattle, WA, US 
Dropbox is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 500 million registered users across more than 180 countries, our mission is to unleash the world’s creative energy by designing a more enlightened way of working. Headquartered in San Francisco, CA, Dropbox has more than 12 offices around the world.  
Our Engineering team is working to simplify the way people work together. They’re building a family of products that handle over a billion files a day for people around the world. With our broad mission and massive scale, there are countless opportunities to make an impact. 
 
Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland). 
",Not Applicable,Full-time,"Engineering, Information Technology","Computer Software, Information Technology and Services, Internet"
Urban Compass,"Seattle, WA, US",Machine Learning Engineer,2019-04-26,What We Look For. In 2019 we will triple the size of our engineering team and are searching for creative and inspiring colleagues at all ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-urban-compass-1282262221?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Urban CompassSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
1872 Consulting,"Bellevue, WA, US",Machine Learning Engineer,2019-07-17,"Experience working with cloud infrastructure like Kubernetes, CloudStack, Docker, Helm. Programming experience with Python, Go, C or Java.",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-1872-consulting-1405118679?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"1872 ConsultingBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Staffing and Recruiting, Computer Games"
Apple,"Seattle, WA, US",Machine Learning Engineer,2019-07-29,We are looking for engineers with a passion for using machine learning to create intelligent applications. We are looking for new ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-apple-1344389483?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"AppleSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Consumer Electronics
DocuSign,"Seattle, WA, US",Machine Learning Engineer,2019-07-07,"DocuSign is looking for a passionate, talented, and inventive machine learning engineer to help build industry-leading state of the art ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-docusign-1395369485?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"DocuSignSeattle, WA, US 
",Not Applicable,Full-time,"Engineering, Information Technology",Computer Software
CenterCard,"Bellevue, WA, US",Machine Learning Software Engineer,2019-05-14,"We are looking for an engineer that is creative, talented and passionate about releasing developer-facing frameworks to contribute to new...",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-at-centercard-1261254438?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CenterCardBellevue, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Zume Inc.,"Seattle, WA, US",Machine Learning Engineer - Platform,2019-07-30,We’re looking for an experienced Machine Learning Engineer to own our Science and Modeling platform. Experience with Google Cloud ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-platform-at-zume-inc-1344486055?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Zume Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Loftium,"Seattle, Washington, United States",Machine Learning Engineer,2019-07-16,"We're looking for a talented, experienced ML engineer to help us scale quickly, smartly and nimbly. Who we're looking for: Bonus: ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-loftium-1270490342?position=19&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"LoftiumSeattle, Washington, United States 
 
About the role 
Machine learning is core to our business, driving everything from our long-term and short-term rental income prediction algorithms to our revenue optimization algorithms and our properties acquisition pipeline. We're looking for a talented, experienced ML engineer to help us scale quickly, smartly and nimbly. This role offers a unique opportunity to join an amazing team and grow your career as quickly as Loftium scales.This role reports to our Head of Machine Learning. 
 
Responsibilities: 
 
Who we're looking for: 
You have some experience with: 
 
***Visa sponsorship currently not available*** 
",Mid-Senior level,Full-time,"Engineering, Information Technology, Research","Real Estate, Financial Services, Information Technology and Services"
Snap Inc.,"Seattle, WA, US","Machine Learning Engineer, Perception",2019-07-21,"We’re looking for a Machine Learning Engineer to join our Perception team at Snap Inc! Working from our New York City or Seattle office,...",https://www.linkedin.com/jobs/view/machine-learning-engineer-perception-at-snap-inc-1364696194?position=20&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Snap Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
"Logic20/20, Inc.","Seattle, WA, US",Machine Learning Engineer(s),2018-10-24,Logic20/20 is seeking a Machine Learning Engineers who will be part of a team that leads the way in bringing artificial intelligence and ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-s-at-logic20-20-inc-960163474?position=21&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Logic20/20, Inc.Seattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Management Consulting"
Expedia Group,"Bellevue, WA, US",Machine Learning Engineer II,2019-07-13,Expedia Enterprise Risk & Security (ERS) group is focused on a single mission to protect Expedia Group from financial loss and brand damage.,https://www.linkedin.com/jobs/view/machine-learning-engineer-ii-at-expedia-group-1370251362?position=22&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Expedia GroupBellevue, WA, US 
 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Computer Software, Information Technology and Services, Leisure, Travel & Tourism"
Prodoc,"Seattle, WA, US",Machine Learning Engineer,2019-07-05,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-prodoc-1395178828?position=23&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ProdocSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Research"
CyberCoders,"Seattle, WA, US",Senior Machine Learning Engineer - Platform & Full Stack,2019-08-03,What You Will Be Doing. We're looking for an experienced Senior Machine Learning Engineer to own our Science and Modeling platform. We ...,https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-platform-full-stack-at-cybercoders-1398320391?position=24&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"CyberCodersSeattle, WA, US 
 
",Mid-Senior level,Full-time,Information Technology,Computer Software
Triad,"Seattle, WA, US",Machine Learning Engineer,2019-06-20,"Machine Learning Engineer Full Time Seattle, WA Downtown Seattle client has an immediate need for a Machine Learning Engineer to join ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-triad-1373680583?position=25&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"TriadSeattle, WA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
Research Innovations Incorporated,"Alexandria, Virginia",Big Data Machine Learning Engineer,2019-07-11,WHAT YOU WILL BE DOING. WHAT YOU HAVE DONE. Our team is currently seeking high-quality contributors for a variety of positions in the ...,https://www.linkedin.com/jobs/view/big-data-machine-learning-engineer-at-research-innovations-incorporated-1367751020?position=1&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Research Innovations IncorporatedAlexandria, Virginia 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
RII develops cutting-edge software for the government and military.  We use agile development practices and user-centered design to create innovative software solutions for complex real-world problems.  We're breaking through the big, slow status quo with transformative technology that fundamentally changes and improves the world.  
   
Our team is currently seeking high-quality contributors for a variety of positions in the Northern Virginia area.  Our projects include developing complex, web client server applications; developing mobile device applications and prototypes; developing Big Data and machine learning solutions; architecting and prototyping complex distributed command and control network applications.  
   
If you are a sharp, experienced engineer with demonstrated capabilities in implementing machine learning and analytical solutions on Big Data stacks we want to hear from you.  Joining RII not only provides unique challenges and opportunities, it also directly and positively impacts many of our Defense and Homeland Security end users.  
   
WHAT YOU WILL BE DOING  
   
WHAT YOU HAVE DONE  
   
   
EVEN BETTER  
   
US Citizenship required. Candidates must be clearable to Secret, desired TS/SCI.  
Active clearance not required to apply.  
   
Research Innovations, Inc. is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national, origin, disability status, protected veteran status, or any other characteristic protected by law. 
",Mid-Senior level,Full-time,"Information Technology, Engineering","Information Technology and Services, Defense & Space, Computer Software"
Guidehouse,"Washington, D.C., DC, US","Machine Learning Engineer, Senior Associate",2019-07-19,Guidehouse was founded in 2018 as an evolution of PwC Public Sector with a mission to help our clients deliver on their mission; ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-senior-associate-at-guidehouse-1335971536?position=2&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"GuidehouseWashington, D.C., DC, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Management Consulting, Financial Services"
Resonate,"Reston, VA, US",Machine Learning Engineer,2019-06-19,2+ years of experience with machine learning and/or deep learning methods. Experience working in a cloud based and Agile environment. ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-resonate-1329945608?position=3&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ResonateReston, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Resonate,"Reston, VA, US",Machine Learning Engineer,2019-06-25,2+ years of experience with machine learning and/or deep learning methods. Experience working in a cloud based and Agile environment. ...,https://www.linkedin.com/jobs/view/machine-learning-engineer-at-resonate-1342119608?position=4&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ResonateReston, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Marketing and Advertising, Computer Software, Internet"
Signature Consultants,"Washington, D.C., DC, US",Machine Learning Engineer,2019-08-02,"Signature Consultants is seeking a Machine Learning Engineer for an opprotunity in Washington, DC. Experience developing service oriented...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-signature-consultants-1407407092?position=5&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Signature ConsultantsWashington, D.C., DC, US 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Easily apply to this job by creating a LinkedIn profile. This will only take about 3 minutes. 
Sign in to apply for this job with your LinkedIn profile. 
We will use your resume to quickly build your profile and apply to this job. 
Machine Learning Engineer Summary: 
Signature Consultants is seeking a Machine Learning Engineer for an opprotunity in Washington, DC.  
Responsibilities: 
Qualifications: 
Headquartered in Fort Lauderdale, Florida, Signature Consultants was established in 1997 with a singular focus: to provide clients and consultants with superior staffing solutions. For the 8th consecutive year, Signature was voted as one of the ""Best Staffing Firms to Work For"" and is now the 15th largest IT staffing firm in the United States (source: Staffing Industry Analysts). With 25 locations throughout North America, Signature annually deploys thousands of consultants to support, run, and manage their clients' technology needs. Signature offers IT staffing, consulting, managed solutions, and direct placement services. For more information on the company, please visit www.sigconsult.com. 
",Mid-Senior level,Contract,Information Technology,Computer Software
boozallen,"McLean, VA, US",Machine Learning Engineer,2019-08-04,"As organizations increasingly look for both effective and practical machine learning, we’re looking for you, a data scientist, machine ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-boozallen-1411922120?position=6&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"boozallenMcLean, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
Clarifai,"Tysons Corner, VA, US",Sr. Applied Machine Learning Engineer,2019-07-19,"At Least One Of. Either B.S. plus minimum 3 years of industry experience, or M.S. Experience with machine learning or data science ...",https://www.linkedin.com/jobs/view/sr-applied-machine-learning-engineer-at-clarifai-1381308710?position=7&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ClarifaiTysons Corner, VA, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Internet"
bidco,"Washington, D.C., DC, US",Machine Learning Engineer,2019-08-04,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-bidco-1412384457?position=8&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"bidcoWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Design, Computer Software"
Keysight Technologies,"Chantilly, Virginia",Machine Learning Engineer,2019-08-02,"Keysight has a great work/life balance and a friendly, highly collaborative environment with a broad spectrum of experience from younger ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-keysight-technologies-1395390461?position=9&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Keysight TechnologiesChantilly, Virginia 
Keysight Technologies (NYSE: KEYS) has been unlocking electronic measurement insights for 75 years. We are the world's leading electronic measurement company, transforming today's measurement experience through innovation in wireless, modular, and software solutions. What does Keysight do: https://www.youtube.com/watch?v=yAmnX--6aFA .  
Keysight has a great work/life balance and a friendly, highly collaborative environment with a broad spectrum of experience from younger employees to those with decades of experience with the company. Keysight was recently certified as a Great Place to Work® .  
  
Machine Learning Engineer  
  
Develops, designs, adapts, prototypes and implements in code, supervised and unsupervised machine learning and advanced statistical algorithms.  Evaluates and recommends approaches to various data analytics problems. Analyzes and evaluates data sets for both insight into the data and usability for machine learning applications.  Conditions data for analysis and works with large scale structured and unstructured data.  Creates data pipelines and works with large scale, distributed compute and storage platforms. Completes programming and implements efficiencies, performs testing and debugging. Completes documentation and procedures for installation and maintenance.  
  
This position is based at our site in Chantilly, VA  
  
Qualifications  
Who is Keysight?   
We’re driven, curious, and collaborative. We’re obsessed with the future of technology. But we don’t stop there. We are involved. We nurture the next generation of engineers. We help our neighbors and communities across the globe. With a global corporate responsibility framework for ethical, environmentally-sustainable, and socially-responsible operations, we are singularly focused on connecting and securing the world for a better planet.  
  
Keysight is an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any disability or any other protected categories under all applicable laws. 
",Mid-Senior level,Full-time,Engineering,Electrical/Electronic Manufacturing
MTEQ International,"Lorton, VA, US",Machine Learning Engineer,2018-11-26,"MTEQ is seeking a mid-senior level Machine Learning/AI Engineer with strong communication skills to join our team of well qualified, ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-mteq-international-1033279125?position=10&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"MTEQ InternationalLorton, VA, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer Software"
"Citadel Information Services, Inc","Alexandria, VA, US",Senior Machine Learning Engineer,2019-08-01,"Required Skills Strong computer science fundamentals, debugging skills and knowledge of algorithms Be able to develop significant code ...",https://www.linkedin.com/jobs/view/senior-machine-learning-engineer-at-citadel-information-services-inc-1408535297?position=11&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Citadel Information Services, IncAlexandria, VA, US 
",Associate,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Booz Allen Hamilton,"Washington, D.C., DC, US",Machine Learning Engineer,2019-07-31,"As organizations increasingly look for both effective and practical machine learning, we’re looking for you, a data scientist, machine ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-booz-allen-hamilton-1404330443?position=12&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Booz Allen HamiltonWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Verizon,"Ashburn, VA, US",Machine Learning Engineer,2019-08-02,"What we’re looking for... Even Better If You Have. Experience communicating effectively across internal and external organizations, for ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-verizon-1353853264?position=13&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"VerizonAshburn, VA, US 
",Mid-Senior level,Full-time,"Engineering, Information Technology","Telecommunications, Information Technology and Services, Computer & Network Security"
Jobspring Partners,"Washington, D.C., DC, US",Machine Learning Engineer,2019-06-25,"Right now, this rapidly expanding division is seeking several Data Engineers/Scientists who have a strong background in machine learning.",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-jobspring-partners-1331384894?position=14&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobspring PartnersWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Financial Services"
Jobs @ TheJobNetwork,"McLean, VA, US",Sr Machine Learning Engineer,2019-08-02,"Still founder-led by Chairman and Chief Executive Officer Richard Fairbank, Capital One is on a mission to help our customers succeed by ...",https://www.linkedin.com/jobs/view/sr-machine-learning-engineer-at-jobs-%40-thejobnetwork-1406708443?position=15&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Jobs @ TheJobNetworkMcLean, VA, US 
",Associate,Full-time,"Engineering, Information Technology",Information Technology and Services
Daniella Kereskedelmi Kft.,"Washington, D.C., DC, US",Machine Learning Engineer,2019-07-05,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-daniella-kereskedelmi-kft-1402927560?position=16&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Daniella Kereskedelmi Kft.Washington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Research"
Decisive Analytics Corporation,"Arlington, VA, US",Machine Learning Software Engineer Internship,2019-01-02,"We are seeking applicants with strong software development skills, and a keen interest in machine learning to join our team. DECISIVE ...",https://www.linkedin.com/jobs/view/machine-learning-software-engineer-internship-at-decisive-analytics-corporation-1089392429?position=17&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"Decisive Analytics CorporationArlington, VA, US 
",Internship,Internship,"Engineering, Information Technology","Information Technology and Services, Defense & Space, Computer & Network Security"
Prodoc,"Washington, D.C., DC, US",Machine Learning Engineer,2019-07-05,"We are looking for a Machine Learning Engineer to help us create artificial intelligence products. To do this job successfully, you need ...",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-prodoc-1395178827?position=18&pageNum=0&trk=guest_job_search_job-result-card_result-card_full-click,"ProdocWashington, D.C., DC, US 
",Entry level,Full-time,"Engineering, Information Technology","Information Technology and Services, Computer Software, Research"
